id	(2-methoxyethoxy)propanoic acid isomer	(gamma)Glu-Leu/Ile	1-Methyluric acid	1-Methylxanthine	"1,3-Dimethyluric acid"	"1,7-Dimethyluric acid"	2-acetamido-4-methylphenyl acetate	2-Aminoadipic acid	2-Hydroxybenzyl alcohol	2-Isopropylmalic acid	2-Methylhippuric acid	"2,2-Dimethylglutaric acid"	3-Hydroxybenzyl alcohol	3-Hydroxyphenylacetic acid	3-Indole carboxylic acid glucuronide	3-Methyl-2-oxovaleric acid	3-Methylcrotonylglycine	"3,3-Dimethylglutaric acid"	"3,4-Dihydroxybenzeneacetic acid"	"3,5-dihydroxybenzoic acid/3,4-dihydroxybenzoic acid"	"3,7-Dimethyluric acid"	4-Acetamidobutanoic acid isomer 2	4-Acetamidobutanoic acid isomer 3	4-Hydroxybenzoic acid	4-Methylhippuric acid/3-Methylhippuric acid	5-Hydroxyindoleacetic acid	5-Sulfosalicylic acid	6-(2-hydroxyethoxy)-6-oxohexanoic acid	6-(carboxymethoxy)-hexanoic acid	9-Methylxanthine	Acetaminophen glucuronide	Acetylphenylalanine	alpha-N-Phenylacetyl-glutamine	Aminosalicyluric acid	Asp-Leu/Ile isomer 1	Asp-Leu/Ile isomer 2	Aspartic acid	Azelaic acid	Benzoic acid isomer	Chenodeoxycholic acid isomer	Cinnamoylglycine	Citric acid	Dehydroepiandrosterone 3-glucuronide	Dehydroepiandrosterone sulfate	Deoxyhexose	Dimethylguanosine	FMNH2	Fumaric acid	Gentisic acid	Glu-Val	Gluconic acid and/or isomers	Glucuronic acid and/or isomers	Glyceric acid	Glycocholic acid isomer 2	Glycocholic acid isomer 3	Heptylmalonic acid	Hexanoylglycine	Hippuric acid	Hydroxybenzyl alcohol isomer	Hydroxyphenyllactic acid	Hydroxysuberic acid isomer 1	Hydroxysuberic acid isomer 2	Isovalerylalanine isomer	Ketoleucine	Kynurenic acid	Malic acid	Methoxysalicylic acid isomer	Methyl (hydroxymethyl)pyrrolidine-carboxylate/Methyl (hydroxy)piperidine-carboxylate	Methylinosine	Mevalonic acid isomer 1	Monoethyl phthalate	N-Acetyl-aspartic acid	N-Acetylisoleucine	N-Acetylleucine	N-Acetyltryptophan	N-Acetyltryptophan isomer 3	N2-Acetylaminoadipic acid	N4-Acetylcytidine	Nicotinuric acid isomer	Ortho-Hydroxyphenylacetic acid	Oxoglutaric acid	p-Anisic acid	p-Hydroxyhippuric acid	p-Hydroxymandelic acid	p-Hydroxyphenylacetic acid	Pantothenic acid	Pentose	Phe-Tyr-Asp (and isomers)	Porphobilinogen	Pyridoxic acid isomer 1	Pyridylacetylglycine	Pyrocatechol sulfate	Pyroglutamic acid	Pyrroledicarboxylic acid	Pyruvic acid	Quinic acid	Salicylic acid	Sebacic acid	Suberic acid	Sulfosalicylic acid isomer	Taurine	Testosterone glucuronide	Tetrahydrohippuric acid	Threo-3-Phenylserine	Threonic acid/Erythronic acid	Tryptophan	Valerylglycine isomer 1	Valerylglycine isomer 2	Xanthosine
HU_115	4.179746804	4.219155766	4.199031236	4.167810843	4.324683148	4.39260327	4.430967663	4.205797419	3.681101751	3.803317696	3.77291017	4.452230082	4.788764056	4.09040745	4.265966454	4.123508426	4.025882478	4.499526101	4.80429937	4.161492226	4.57488379	4.487588308	4.071497157	3.868693933	3.37931069	4.287813391	4.013018628	4.514921986	4.546972206	4.270084509	-0.153302381	4.419622583	4.278625227	4.122355627	4.053874021	4.131203988	4.234737402	3.923391335	4.126421038	4.217793675	4.357859381	4.375390641	4.206227507	0.195216736	4.162927259	4.472116071	4.516175475	3.876083173	3.886368369	4.2117965	4.529636955	4.317108606	4.440062967	4.233395418	3.695300023	4.315712146	4.086891547	4.36006739	3.898041059	4.151141669	4.126365396	4.415358637	4.167782638	3.980323736	4.476973142	4.301985675	3.114853134	4.567139319	4.41941123	4.356772353	3.439987942	4.252990281	4.247754844	4.103243061	4.417812308	3.423228464	4.747792458	4.646418346	4.326011519	3.74059767	4.483625382	3.04714323	4.587845933	4.194921717	3.848597567	4.305629722	4.241424315	4.342201446	4.470691472	4.201280383	4.383985047	4.00834538	4.067349137	2.723831499	4.294087386	3.683085602	2.932808434	4.223366428	4.11184204	4.171041974	4.254972781	3.933727633	3.716325244	3.897825606	4.314094479	4.40410005	4.177843226	4.060156974	4.50079102
HU_116	4.943696911	4.107579555	4.308091252	4.381165428	4.42535901	4.607290219	4.427217216	4.479857319	4.418612724	3.43834458	4.174750099	4.249916841	4.422116492	3.41014983	4.246827355	4.573368141	3.833821604	4.310810023	4.365144373	4.411647145	4.361717325	4.554249981	4.388034101	4.341637123	3.762022106	4.425816462	4.212452491	4.436818869	4.037379717	4.235098719	5.161564829	4.660240346	4.805641627	4.929409395	3.707928961	3.978804567	4.413174352	4.271342995	4.301570983	3.898650489	4.700377286	4.298979556	4.377585064	5.019899417	4.570754258	4.452227831	4.547547496	4.830667323	4.11201537	4.062587596	4.612799033	4.643222381	4.704294898	3.393447626	2.634711625	4.302363603	4.596189218	4.409281652	4.882479632	4.290911369	4.93785731	4.520882778	4.29098975	4.255340674	4.1007761	4.092141633	4.433799287	3.592448444	4.348028988	4.741681861	3.840928015	4.704905982	4.149903163	4.084384427	5.018721142	4.100723617	3.949561438	4.332166889	4.322991103	4.086353451	4.606697945	4.027294281	4.48362137	4.419270403	4.172603723	4.547441221	4.647214429	4.585693731	4.212433886	5.795654058	4.338460212	4.434380239	4.499644346	4.56932769	3.960115328	4.754968551	3.234499307	4.308148897	4.256323914	4.819762562	4.550255365	4.172031843	3.840843193	4.235179781	4.53918902	4.752453045	4.38072755	4.416837064	4.281917446
HU_117	1.555387577	4.445377608	4.224613455	4.223181752	4.155374668	4.353793102	4.666577449	4.484869922	4.285210851	5.066575808	4.424984845	4.466011216	4.674092109	4.535189439	4.461573544	4.652007981	4.477488307	4.420564856	4.582728781	4.138981981	4.093973649	4.670753138	4.657869494	4.682836143	3.560671747	4.703630863	3.890244016	4.763705394	4.542652667	4.329685438	0.051640394	3.856703478	4.49858121	4.29315624	4.474975908	4.590706577	4.265497187	4.423573291	4.473973934	2.263610617	4.661754126	4.16589978	4.828426575	3.446353932	4.586271583	4.691774533	4.536692842	4.178699596	4.178380299	4.479710338	4.919131291	4.823917089	4.704993631	3.433010365	2.705573898	4.65561906	4.379696931	4.484422172	4.42627767	4.457272827	4.456377159	4.464419965	4.472214003	4.157183798	4.387168198	4.238567472	3.80001037	3.967860573	4.508646477	3.663322466	4.115968256	4.691233929	4.366243279	4.254109553	4.450059403	4.674345999	4.790572543	4.789054234	4.387740076	4.459909177	4.09093396	3.152721874	4.593545116	4.956386087	4.046401582	4.316191265	4.411578641	4.544985343	4.47019463	4.541553693	4.625564988	4.452833297	4.493029964	4.724611784	3.863012886	4.241310366	3.069526304	5.07037142	4.427305825	4.502462309	4.843803005	4.937413858	4.40379273	4.277917824	4.664924285	4.759380991	4.384436576	4.417398742	4.487327505
HU_118	3.60408986	4.349982397	4.807463081	4.822021587	4.854366731	4.761828968	4.553871987	4.390072816	4.50630078	3.25812093	3.871664187	4.452661293	4.489413152	3.941470789	4.296277145	4.20681848	4.405061036	4.425133175	4.492280681	4.378335041	4.128848496	4.376841626	4.173391102	4.375774715	3.87060195	4.428331444	3.922271194	4.539802288	4.176675076	4.461281944	0.426480838	4.426705527	4.625656113	4.663354638	3.818300052	4.242005483	4.332071799	4.587418138	4.176522406	4.409587896	4.644376205	4.606823971	4.559011324	3.510694699	4.400470215	4.528826723	4.29938213	4.806959236	4.436971903	4.327326786	4.9284841	4.757124104	4.709719753	2.605926666	3.892964816	4.253077044	4.558138326	4.69733527	4.328235308	4.208096346	4.556379124	4.560460365	4.478494063	3.969991865	4.518491862	4.381218742	4.548736628	4.328430132	4.516240547	3.052734099	3.964875554	4.577451503	3.99828563	4.059200151	4.338579722	4.233932367	4.349200483	4.397441227	4.663657524	4.77839555	4.690610395	4.796592707	4.527751731	4.236717098	4.075358526	4.511205624	4.644016049	4.727896855	4.275877117	4.25722027	4.509122541	4.575112292	4.415227647	4.452748386	4.142489651	4.879172582	3.900218887	4.951851542	4.405496322	4.314627103	4.8178866	4.288068161	5.056169973	4.579203862	4.679002048	4.309832422	4.3036776	4.332046944	4.133987874
HU_119	1.301552667	4.075422576	4.014286513	4.32130313	4.408416748	4.518176923	4.782272613	4.423985504	4.301597631	3.154525105	4.500272657	4.560812329	4.724655219	4.25623356	3.065586259	4.376135531	4.242007917	4.815105141	4.719274146	4.358598789	3.879626672	4.541686374	4.319690186	3.978857437	4.724289142	4.108074622	3.545408501	4.637169659	4.294989567	3.876047128	5.362819215	4.700766165	4.456189482	4.549642937	3.699826327	3.947424393	3.866636308	4.170117976	4.402001114	4.578269647	4.691236629	4.458084438	4.763211003	4.758013647	4.41110147	4.204184628	3.740287569	4.142349942	4.02957784	4.204462767	4.471982281	4.526940555	4.038714981	4.858259157	4.868357281	4.446069206	4.535314492	4.539179502	4.294927583	4.338810266	4.541253146	4.467591553	4.471465365	3.895664057	3.754846699	4.428831304	3.174555812	3.709541741	4.329624207	3.165872601	4.607871999	4.420679814	4.362978727	3.457505617	4.464370475	4.236726596	3.909438058	1.644952696	4.033720055	4.314528073	4.062107162	3.346222634	4.457871145	4.404148594	4.179249341	4.384161141	4.145104132	4.552019159	4.057396632	4.503431163	4.227242652	4.213779599	4.296063465	4.174484931	3.899288315	4.334200589	3.179726265	4.480412831	4.416475521	4.615983815	3.489131739	4.582754845	4.340986763	4.200697794	4.152138843	4.394063032	4.277542571	4.248920107	4.186924379
HU_120	3.640714337	4.31829832	3.280255087	2.694186083	2.419214922	2.163307758	4.491546517	4.290078425	4.450625575	3.397809604	4.48216485	4.357251794	4.405152483	4.236771749	4.408140368	4.144775043	4.453576906	4.250256074	4.445232689	4.570131858	3.568675858	4.45418927	4.467360906	4.814156857	4.41258113	4.515691055	4.324113874	4.083182348	4.095508213	3.687020512	3.76347941	4.932165951	4.440480586	3.669799547	4.165658245	4.336738485	4.231928417	4.468548523	4.103008308	4.633729693	4.498077924	4.433566005	4.127554133	3.154688663	4.420855334	4.374788165	4.580086966	3.900269796	4.773213652	4.438829314	4.440686778	4.293017068	4.490687448	4.643363581	4.741362155	4.403475926	4.394477612	4.475007184	4.630495646	4.145108336	4.192737214	4.226198194	4.019199996	4.019581357	4.277818885	4.718649562	4.761015589	4.041881053	4.368593973	3.065972444	4.097981574	4.600801811	4.405027141	4.118927849	4.954789196	4.666772698	4.463588574	4.634033172	4.473244839	3.693257077	4.759477229	5.525471071	4.548365006	4.088911384	4.11106299	4.752292673	4.306021313	4.369932479	4.445322715	4.693042574	4.29799515	4.39990054	4.121987526	3.696974094	4.147714565	3.842363883	4.894320537	4.681173361	4.079785405	4.770565665	2.199231921	3.982000358	4.491933016	4.810679885	4.362717012	4.237659167	4.45586256	4.318558306	4.447610934
HU_121	3.9838544	4.382325565	4.029210425	3.929434012	3.729881565	4.163861868	4.00023114	4.469676552	3.191602378	3.69446916	4.330528929	4.424346499	1.895924882	4.399764525	4.44649887	4.316029591	4.630525793	4.411911837	3.621648934	4.001930539	4.802552286	4.208695927	4.558514107	4.849036385	3.372111815	4.476480737	3.80766108	4.481742231	4.325163135	4.908537126	4.529298334	4.3160654	4.700833018	3.324545858	4.03244344	4.180743873	4.915587273	4.503531248	3.696582161	4.1883254	3.867461756	4.610187829	4.137573465	4.152636032	3.603408955	4.490225441	3.293707814	3.829991891	1.366079912	4.363576514	4.615649344	4.634497537	4.87576752	3.075541631	3.804761636	4.407114925	3.946615262	4.315367934	4.25622935	3.792040108	4.559415523	4.470720527	4.588555574	3.781553662	4.481097013	3.921851947	4.436204017	4.619437975	4.29933577	2.105901578	4.058786626	4.423605069	4.260632476	4.073307966	3.201638735	4.604615242	4.099655988	4.63721093	4.602146357	4.471118536	3.238448196	4.882808562	4.270127727	4.361167474	4.226720672	4.496341379	4.418724889	4.376947846	4.166119238	4.330434909	4.470676279	4.325718968	4.428202149	3.664942173	3.794032874	1.81295007	4.267031816	4.54094933	4.621433862	4.482510736	4.775987476	4.198973015	3.272632794	3.178585853	4.70044696	4.568966709	4.799206287	4.675950075	4.384756495
HU_122	3.827632696	4.41358207	4.479174189	4.402786086	4.669381278	4.566116389	4.526811455	4.243668508	4.436999415	4.525503852	4.083827957	4.595007499	4.356968124	4.789858584	4.039571264	4.323048824	4.245935097	4.516089423	4.333640183	4.223620588	4.753253743	4.804347023	4.054228927	4.48262698	3.962788403	4.345278372	4.677581686	4.522986263	4.464868707	4.727122227	-0.278179438	4.297951491	4.403614375	4.441408859	4.022639945	4.144285582	4.249946359	4.381739417	4.161921504	1.87319865	4.558512415	4.449839371	4.240936269	3.399446589	4.215333602	4.436155858	4.550790012	4.069802645	4.477947005	4.287107355	4.287490778	4.304945987	4.094444621	3.834661675	4.090670268	4.46916994	4.464555803	4.374963685	4.133590699	4.198380221	4.296264528	4.492288795	4.395139782	4.141971638	4.508962138	4.153190532	4.49301415	4.428287694	4.417631453	4.256446681	4.18082311	4.360149868	4.401018613	4.285909618	4.433133502	4.281942972	4.488029214	4.834674837	4.292599549	4.507106029	3.854951129	3.462778203	4.240685881	4.389588236	4.139500564	4.303808179	4.244636079	4.410270346	4.225532267	4.473568376	4.5748393	4.278140379	4.287082326	3.799775746	3.930106936	4.151322673	3.697107945	4.665003005	4.56053546	4.311415049	4.184231696	4.478457098	3.83623808	4.073177661	4.294819723	4.398508214	4.345462192	4.188599527	4.455984384
HU_123	4.969533288	4.4568619	4.241599707	4.231094166	4.165641976	3.959585588	4.776329561	4.347302049	4.035582593	3.423843078	4.412975616	4.175085391	4.340176265	4.46658037	4.280040744	4.442121374	4.548353382	4.003569545	4.332530037	4.273880257	3.611644019	4.359958553	4.621686878	4.300082106	3.219974957	4.656173554	4.956881596	4.139976614	4.323026378	3.684380593	2.61341246	4.901169211	4.479164826	4.415835404	4.88659712	5.154738984	4.459828386	4.326455394	4.214459269	4.598833968	4.51886409	4.295141259	4.125518335	2.541226364	4.072682122	4.357635183	4.240547001	3.990968431	4.030246108	4.494813529	4.262995325	4.128651393	4.202122109	4.803825432	4.849567967	4.447080367	4.203129498	4.371871127	4.162605733	4.170382368	4.140275927	4.126402668	4.373719515	4.161000393	4.509906087	4.295582766	4.565814769	4.668683113	4.240214344	5.240803343	4.215871913	4.216566382	4.505264485	4.766498128	4.474183756	4.596424557	4.495264424	4.582735893	4.510383702	4.649716544	4.059449067	3.055911367	4.029739358	4.094564137	4.264172098	4.495719734	4.20138108	4.436935234	4.260620943	4.524739255	4.387221405	4.164449135	4.131199191	4.054642892	3.767974951	4.177687869	3.473474581	4.449876138	4.224083556	4.231913712	4.557785095	4.306073754	4.507029539	4.528467984	4.268013607	4.756375291	4.604132752	4.654017827	4.431190839
HU_124	3.504223072	4.366357751	4.515289394	4.364250731	4.523536945	4.049110456	4.274720394	4.642942407	4.80850997	4.029514344	4.328061791	4.433839992	4.145353144	4.471473651	4.291259853	4.067993461	4.337492584	4.289097055	4.170880281	4.441037467	4.159493692	4.409789546	4.380129623	4.682447364	4.785031095	4.291460054	4.304078015	4.100527761	4.59968237	4.258558814	0.008712055	4.066678371	4.218198675	4.649878114	4.050419195	4.008042955	4.377559771	4.470403848	4.476052273	3.929685241	4.619495032	4.268788468	4.733855584	4.92704426	4.766518096	4.376995788	4.398862883	4.345192778	4.148919747	4.32899983	4.201766817	4.236591095	4.076262016	3.236413412	2.684060467	4.383714826	4.609836496	4.287049949	4.372019817	4.466278666	4.299546615	3.183760163	4.081414196	4.015411208	4.249842508	4.388161779	4.531469651	4.152031201	4.511603578	3.534537557	3.878959659	4.417551144	4.514928777	4.180234337	4.292137177	4.509286784	4.228082031	4.610611849	4.185267818	4.146013896	3.817350658	3.205648342	4.462459129	4.700966303	4.423503069	4.261743852	4.533932279	4.118827162	4.649177611	4.207236457	4.306126752	4.445398465	4.38198089	4.207904352	3.795401965	4.516878544	4.087165274	4.8753044	4.182786195	4.548893069	3.962891076	4.509899751	4.16881219	4.418014047	4.29730056	4.168442308	4.295548881	4.398818689	4.272439619
HU_125	2.927962237	4.656853062	4.471915472	4.383958629	4.630965109	4.521903613	4.64895875	4.622160832	4.508459046	3.896920721	4.142474086	4.3930925	4.22929387	4.046312906	4.376228963	4.203714012	4.450603502	4.391915882	4.210891373	4.089375912	4.10963911	4.45732835	4.259620678	4.262916538	3.887703819	4.4235228	4.241468389	4.411169875	4.517297728	4.190680132	1.976548129	4.231029045	4.522197147	4.505354381	4.530303813	4.404008875	4.450261176	4.344235214	4.661613675	4.348302926	4.75800958	4.382832467	4.115354602	3.744509154	4.435857511	4.501521918	4.456629878	4.595581854	4.162430993	4.615795946	4.54356148	4.62083142	4.40792521	3.85235151	3.98536555	4.33772838	4.584734376	4.589736242	4.287660371	4.586087143	4.115155954	4.4327761	4.375292119	4.174416917	4.425014797	4.237407758	4.391461859	4.04939548	4.358934433	3.476192506	3.080075891	4.494948108	4.415582094	4.211253849	4.328235643	4.037164938	4.408012605	4.284491269	4.63872426	4.224004105	4.094653578	2.321708386	4.392778784	4.344187455	4.04558008	4.387575654	4.467155316	4.591438392	4.241158703	4.457168421	4.56338414	4.435497224	4.427605165	4.214112617	3.951157827	4.689843848	4.102824906	4.62959568	4.424640676	4.291913059	4.844678949	4.555597879	4.470906565	4.563616082	4.569311052	4.677272939	4.331294808	4.448725636	4.515910771
HU_126	4.011233932	4.497583009	4.570944429	4.645389513	4.737408273	4.50678045	4.541337995	4.33527645	4.369458293	4.683480877	4.364016103	4.166249065	4.690595594	4.849314122	4.364924896	4.178974156	4.562491769	4.132356636	4.712798998	3.83618004	4.408943088	4.386920214	4.285677784	3.982102523	4.702313985	4.274722826	4.864832453	4.140789304	4.223830234	4.324643893	0.04081137	4.390326497	4.415694127	4.142033002	4.469849496	4.481038822	4.269753269	4.141932499	3.953317719	4.605760213	4.434091071	4.367319096	4.469567954	2.332051425	4.525217886	4.3427077	4.296152996	4.266618517	4.511599374	4.378240925	4.292915998	4.253793055	4.193863259	4.605758379	4.767495699	4.342121246	4.379476498	4.489876183	4.479711336	4.012170362	4.381814031	4.103448591	4.321794718	4.117735162	4.541190687	4.121574866	4.564735391	4.49743367	4.47351656	4.176661172	3.404764058	4.374923833	4.506847965	4.197592432	4.532092763	4.403692163	4.121597622	4.486594971	4.517647149	4.523828997	4.146330016	3.558554781	4.164311753	4.411684984	4.525002851	4.329833962	4.407129585	4.470255181	4.35311746	4.251665114	4.381149817	4.302743933	4.261986508	4.700356179	3.866192504	4.524157969	3.473900212	4.30576659	4.217595923	4.26960026	4.266447217	4.581611701	4.168871373	4.21196492	4.282688043	3.978031284	4.403530577	4.565013209	4.35224905
HU_127	3.846480069	4.520452157	4.251272306	4.155038069	4.320295901	4.355648415	4.479996057	4.394745669	4.004500442	4.33900512	4.164240994	4.431192967	4.298471423	4.464463747	4.282753228	4.466630084	4.14267008	4.378888039	4.250079151	4.02267456	3.891643962	4.361857422	4.113809817	4.729284114	3.730125479	4.30220265	5.083492368	4.464276318	4.598814339	3.987014789	-0.006135673	4.309849228	4.284927048	4.381459781	4.179626044	4.279735464	4.498859457	4.257674802	4.264990228	4.484275799	4.571050785	4.402874569	4.227271411	4.561346499	4.294454377	4.266639333	4.360058458	4.022117896	4.916967387	4.464453227	4.369026835	4.260887261	4.526814771	4.548668362	4.624236904	4.386683226	4.115377816	4.448628035	4.174157489	4.277405452	4.24598474	4.326567569	4.348816347	4.024833767	4.455510256	4.13695682	4.672334609	4.251476875	4.273009354	4.086790889	4.085073819	4.313779798	4.292880382	4.49180972	4.36466385	4.324546197	4.370665414	4.603733106	4.243409813	4.690387208	4.302827453	3.816709635	4.302045587	4.259693857	4.218407439	4.328075416	4.245012444	4.388563451	3.986270993	4.368422561	4.36853998	4.26356807	4.13418033	3.892409252	3.929857887	4.251486879	5.288672554	4.762041403	4.39235046	4.475223938	4.511472418	4.441428589	4.576624797	4.407261536	4.304149961	4.663793577	4.124398366	4.273248747	4.249140203
HU_129	3.945182011	4.45554842	4.596509423	4.586560661	4.798007619	4.701394212	4.357458209	4.245996277	4.716731628	4.629673397	4.104539509	4.376702929	4.366117064	3.704428233	4.554501375	4.563818778	4.170732329	4.364889082	4.321374496	4.191616778	4.999201682	4.453072644	3.900315285	4.170692171	3.786802173	4.34548291	3.610490503	4.158884202	4.754019332	4.827643629	0.093914725	4.515660709	4.391609686	4.436863883	3.921154671	3.962647071	4.228849685	4.511958132	4.626789052	2.296821172	4.318337104	4.495818283	4.384356153	3.57022554	4.396683784	4.423609822	4.338842809	4.2077283	4.294664201	4.317035795	4.312853392	4.463076034	4.432636968	2.761326164	2.739978116	4.586079446	4.173452852	4.640588131	4.120745738	4.562791765	4.379393303	4.218262475	4.285083705	4.330538932	4.284838833	4.583274969	4.460783385	4.957190502	4.427613573	4.060151495	4.209089302	4.154477076	4.671971476	4.840598523	4.554354972	2.678111126	4.442940601	4.623787157	4.453039889	4.447190327	4.287051757	0.855078852	4.129884274	4.107581051	4.18406402	4.309064148	4.343094395	4.515402187	4.497736839	4.104339925	4.331051703	4.534303115	4.182910308	4.538983165	4.274195794	4.751241149	3.72875648	4.672347447	4.268952132	4.420191615	3.996559151	4.53316839	5.060451469	4.938480864	4.540233857	4.674684628	4.190615061	4.353604308	4.126305817
HU_130	3.444671991	4.126441435	4.2977884	4.376099254	4.307316974	4.290950695	3.901187851	4.207045333	4.381859325	4.301504835	3.322190336	4.135984845	4.07300047	3.636665064	3.939403376	3.92902137	3.630183439	4.042546902	4.064095229	4.318386904	3.645211464	4.092556977	3.658178346	4.202133681	3.478025574	3.970502302	3.388850717	4.19189977	3.886017726	3.821046056	-0.106595876	4.268590868	3.91901705	4.444475084	4.961601481	5.046257244	4.004985119	4.084455224	4.473180378	4.638026402	3.947094154	4.16737518	4.201614654	4.720462895	4.593248135	3.928622121	3.981786801	4.873141791	3.992813001	4.20294491	3.857356142	3.947016873	4.06035193	4.103823816	4.235944884	3.92659341	3.860464301	4.188972462	3.82068464	4.407174915	4.347555355	3.959957684	4.223500809	3.677130298	4.387862771	3.902804436	4.528518534	4.330673626	4.081407095	3.249549955	4.964286476	4.162853775	4.299037457	4.402721164	4.031713914	3.823563064	4.28851256	3.662849086	4.366750265	4.545033856	3.940189528	3.658737043	4.130548896	3.993438676	4.4010728	3.991747011	4.452680978	4.053751632	4.187863765	3.976649324	4.051344812	4.302440982	4.235844747	4.342201507	3.670991126	4.3993775	3.745443367	4.207255542	4.198375976	3.552362493	4.218533622	4.427418504	4.669907588	4.039147116	3.978125463	4.298287976	3.768626221	4.056089953	4.025207129
HU_131	3.617341684	4.044901635	4.424861011	4.513208105	4.41918487	4.277043087	3.947001729	4.212462896	4.614910359	4.576005403	4.635438162	4.116866539	3.691901485	4.139049953	4.181652502	4.195917503	3.927080303	4.154819149	3.593633375	4.598599321	4.024172829	4.246376892	4.120141564	4.274903577	5.20801647	4.19932732	4.725799032	4.156973555	4.17781177	4.135888267	0.01260086	4.313573881	4.045073303	4.145200045	3.884401118	3.836530257	4.346706299	4.031856152	4.440875392	3.109039778	3.790356278	4.134919705	4.424910841	4.715345792	4.614804934	4.236910743	4.108237518	4.790806951	4.053692075	4.275224415	4.098567751	4.252188133	4.242366649	2.186710204	2.323464628	4.030748056	3.853873629	3.996302392	4.245268805	4.395096692	4.085712798	4.027573089	4.305783072	3.931391903	4.339622497	4.040225373	4.866579673	3.890509805	4.224809433	3.629384379	3.876730704	4.38503998	4.194630615	4.23268261	4.158858555	4.004818673	4.168371126	4.011136125	4.414654817	4.679721559	3.5747648	4.352862885	4.13481632	4.061206412	4.741917247	4.162008584	4.464509528	3.943157069	4.381269427	4.109056165	4.146306333	4.373890358	4.306820558	4.5692299	3.629715859	4.526590473	4.428919726	4.227813115	4.20385148	4.107780235	4.59452921	4.392911651	4.203739798	3.693646204	4.112360743	4.364220357	3.967950268	4.261860182	4.144468584
HU_132	4.433665852	4.288916503	4.301318819	4.245774401	4.436520855	4.538649434	4.498837309	4.273611553	4.637106597	4.64053805	3.93488456	4.120679858	4.285242728	4.244400408	4.203271713	4.222037205	4.349143586	4.561032161	4.224129166	4.009319723	3.90126422	4.584191677	4.374837273	4.538123152	3.693294271	4.432427599	4.091160854	4.754836691	4.391530266	4.033097228	2.215954045	4.204952958	4.19925829	4.276148033	4.157084837	4.011987968	4.175066701	4.637826906	4.337777773	3.651418988	4.457757157	4.416967256	4.045683947	2.291911696	4.492702568	4.265015662	4.513641957	4.143331351	4.928164052	4.379870567	4.645152114	4.601315978	4.300016563	3.346652109	2.334232998	4.501346433	4.106562063	4.790488834	4.070527458	4.316153913	4.860704482	4.309092244	4.563254019	4.037318632	4.587972896	4.449904757	4.899487239	4.449877381	4.256754904	4.73777147	4.788699165	4.23628203	4.327174605	4.003121281	4.447193387	4.726344276	4.562686663	4.522095345	4.424820789	4.820108554	4.302323078	4.516556023	4.446873998	4.270136874	4.022653576	4.305513103	4.099847	4.457779878	4.406922014	4.405195926	4.371347065	4.550625771	4.327048223	4.550031042	4.067656673	4.310426245	3.948154133	4.411994843	4.796664784	4.728471821	4.91335686	3.919683303	4.964901791	4.710953791	4.32872294	4.333705715	4.365055601	4.366973197	4.370255637
HU_133	3.758001601	4.515312542	4.313461316	4.272030227	4.403887335	4.334818188	4.707525953	4.3315668	4.060114275	3.472172061	4.535661851	4.623401333	4.164826432	4.601692747	4.430622815	4.584675698	4.744933513	4.536066844	4.155013328	3.982401847	4.42409331	4.332113847	4.784216762	4.367899258	4.49022399	4.508004932	4.209933913	4.621572406	4.26353625	4.763879327	0.063351562	3.945380062	4.534079874	4.278051637	4.216008004	4.180965881	4.444966647	4.275478332	4.24962481	3.391045109	4.680595743	4.449627471	4.468709325	4.097627684	4.067914786	4.382973877	4.487776783	4.094063623	3.862644014	4.350606526	4.501253275	4.309012716	4.513712914	4.262282784	3.679268851	4.442128437	4.768727148	4.276373806	4.036357352	4.261480471	4.45000418	4.813540287	4.88167997	4.340830262	4.312493323	4.231122826	4.414628357	4.424711371	4.335744987	4.045241987	3.517087561	4.317141578	4.408331738	4.057127798	4.024990973	4.523393088	4.344160811	4.685580578	4.208432844	4.364831742	4.218233601	3.792376187	4.212946576	4.283578351	4.172739282	4.645539861	4.26006406	4.415306531	4.27303819	4.314572869	4.380367318	4.122333175	4.01607882	3.969627003	3.923321806	4.391614593	3.774784129	4.700513714	4.466524665	4.570217399	4.599332044	4.510679713	3.621870677	3.754790702	4.324125157	4.252375568	4.639460672	4.451823465	4.480739473
