gene	log2FoldChange	pvalue	padj
GOLGA5	0.00614476633961993	0.940840986276502	0.971691660133643
FGFR2	-1.66511493683988	3.15874980975249e-06	3.4936588641868e-05
LRRC40	-0.00703713678958648	0.96004880287642	0.97994256489564
ISOC1	-0.0131882476645924	0.920624275258128	0.962960841483827
EML1	0.0789607912135225	0.409094973581152	0.628417485570808
TRMT11	-0.148747237168432	0.281192818506264	0.503242121384744
THUMPD1	-0.0348581544759399	0.714524964125005	0.857788026836078
MSANTD3	-0.654993350632135	9.50596053529575e-09	1.61412884948447e-07
KIF26A	-0.168368823697322	0.491343996282323	0.699689824945124
ATG2B	-0.160616254246467	0.0667674713512146	0.184318867196603
ARFGEF1	0.0765985234276806	0.395532851936699	0.615743690545238
ZFAT	-0.413486808579522	0.00630836993755112	0.0286487327532145
MTFR1	0.364121097458757	0.00710247766724558	0.0314640323615699
STAG3	0.0334895109775552	0.843867291136085	0.926335507817159
FECH	-0.0779808933420074	0.472934395065766	0.685826044311886
MYO9A	0.108999635069492	0.215460152079059	0.423719977647313
DDX3Y	0.0556669026586026	0.628677825361868	0.804394581861352
PFKP	-0.018981809005173	0.826559676751926	0.917831803095884
IDI1	0.0137155362214128	0.906483659342207	0.956247608702356
SP100	0.00483992158983359	0.962771780645738	0.981292742380908
KLF6	1.05369514990876	1.12631919955536e-16	4.69340254560662e-15
PLPP1	-0.900028643545837	5.36406645186275e-09	9.47344519528292e-08
NEO1	-0.269985426885997	0.00546433123851307	0.025353312980859
TRAM1	0.593859521742394	4.98029658535561e-11	1.10802615805213e-09
PHKA1	0.832334715473696	1.78920177933741e-07	2.47407291783177e-06
TNFRSF1A	0.072165657545264	0.44855073841535	0.664146286842204
CACNB1	0.1914621621414	0.239833191465591	0.453433249051684
EVI5	0.215119533187406	0.0407189488418788	0.126420610802273
STOML1	-0.334488110117752	0.0127578013562082	0.0507569261886851
PKM	-0.362364810753207	9.46260026692637e-05	0.000748560138098875
DHX29	-0.0318276822950036	0.729389731340514	0.865122769275178
DNTTIP2	0.0879276423233815	0.380202827250133	0.601165746132966
METTL22	0.0761105308476335	0.548044644329135	0.743619847422917
TP53BP1	-0.754698858603131	9.8257154982666e-19	4.98331847211429e-17
TRO	-0.737069485613295	2.55878214424298e-10	5.31688721023426e-09
RRP15	0.132413725179796	0.337305838770027	0.560951507081898
RHOA	0.127560490172966	0.0681538075999432	0.186801178151264
DHX8	0.023230032885037	0.809923393935382	0.909497369824888
PMS2P4	-0.167756591044513	0.588146978386979	0.775776380594614
PRKCZ	0.0718010118316772	0.844347011564101	0.926335507817159
ZFY	0.250696831992415	0.10045740644653	0.248054499133984
IARS2	0.116583191937418	0.186041446346122	0.385999074764694
SYT1	-0.00885552829104093	0.984936765729827	0.991785796771799
NAV3	1.50188207258053	2.96049994062092e-05	0.000264608626576773
IDH3G	-0.0938763755962318	0.355121727553319	0.577183822634365
ROGDI	0.0138851042534947	0.925468478332323	0.965548618556349
PDZD4	-0.258920960171293	0.411576312450588	0.630846364982918
ATP2B3	-0.42612908203503	0.0519890033999794	0.152883168876766
ROCK1	0.561475825717633	4.32262326911079e-11	9.64489226673663e-10
CBFB	0.430509143170695	0.00166253652375159	0.00925044681458029
PDK3	0.28677448775116	0.24107421606466	0.455054145847811
HYAL2	-0.246576249296592	0.0248965386725255	0.0865122454931256
HDAC4	0.0951414566507086	0.396101879088661	0.616307789133403
RASSF1	0.439385267932389	1.30283435627367e-05	0.000126940684573899
FGFR3	0.261076252959606	0.477898480095949	0.689564521791115
IFI35	0.249263535652378	0.0456138378734219	0.138303668108637
HEATR6	-0.103927621536937	0.424299229408495	0.643819064956222
COASY	0.237583293403076	0.0149740718499543	0.0577608806061033
PLEKHH3	-0.111051533910475	0.429758839605413	0.648783098897117
MEF2A	0.51643224224284	8.47399014429892e-09	1.45606765185313e-07
OTUD5	0.168043063987702	0.0531054846049569	0.155454786717149
TFE3	-0.107463206207997	0.281060745749528	0.503193089324598
TBC1D25	-0.0534911230966285	0.682907363532518	0.838015912152428
ACSL4	-0.341791052064683	1.00435624519276e-05	0.00010068377495697
INPP5A	1.35344430080454	4.05063398746552e-46	1.00730120675392e-43
GPKOW	0.0160243526190239	0.899097249611397	0.951932589310037
GRIPAP1	-0.0397742203278148	0.722053969824268	0.86123312876904
FTSJ1	0.0179688952342336	0.897814257268701	0.951119315295998
PRR11	-0.225662148138806	0.2718371841745	0.492269873808132
ATP11A	-0.0271728085988385	0.802158311464193	0.905381125131264
POLR1A	0.170534713321074	0.115305055926264	0.275197113354666
LAPTM4A	-0.238120601726634	0.00145320534722928	0.00824945509704752
TTC7A	-0.0562016435436816	0.558864671972364	0.752638064076104
IP6K2	-0.309651877220624	0.012579291149668	0.0502454691568862
SRBD1	-0.558909245198524	8.80188655389724e-05	0.000702783463946078
KIF2A	-0.0958337109277317	0.389034546039768	0.60975242765489
RASGRP2	1.76833434722222	4.96639712418088e-14	1.59193161872393e-12
PSME4	0.177725952130627	0.0890122565967794	0.226991560074288
IFT80	-0.30672329768414	0.0126085915966961	0.0503494600460659
SIRT2	-0.120734566329805	0.240834072288357	0.454767878327237
ERLEC1	0.185472588589531	0.017465364187685	0.0649523840026963
PPP2R5B	0.131226876220038	0.310615588403575	0.535082003451115
PYGM	-0.666191137664636	0.0701184192853286	0.191069153568462
PITX1	-0.440735135573032	0.0631569505525272	0.177033832765751
MAST4	-0.739072287383323	2.36818846063496e-09	4.36268604573138e-08
ADGRF5	0.36619798887816	0.483902563917673	0.693835183714561
SDK2	-0.373443819197874	0.279403855442309	0.501368105691914
NUP133	0.143106290079038	0.128319361815953	0.297463226654393
NUCKS1	-0.258240832808264	0.00681056625963659	0.0304275023445601
VPS35	-0.200535575423798	0.00810882021431493	0.0352174056519177
DNAJA2	0.0910590799286646	0.353129491643882	0.575655582804544
BCL3	-0.573569985194601	0.000361604151896819	0.00246472715028521
KCNAB2	0.221704993524977	0.122310429843295	0.287729967550186
ABCC9	1.03290433151437	8.83356237276387e-27	9.01959368630949e-25
GAL	-0.427439929428487	0.226611375865124	0.437666816120316
CLEC2D	0.201444451905034	0.435380202162021	0.653778227065186
FUNDC1	0.151202613800838	0.32249040039872	0.54669125820203
MAOB	0.938403914387651	0.00193305316532195	0.0105313829338989
RORA	0.456016888164455	3.34064959397418e-05	0.000294546805495736
DRD4	0.216258984926382	0.545852710942711	0.742082452809692
TGFBR3	0.105826064648958	0.528493251245312	0.729024688887914
PLA2G10	0.161823714657263	0.666777310593355	0.828422144868105
HES2	-0.456628981120298	0.0521644080214628	0.153340484818859
ATP1B3	0.144581793388827	0.151239413692765	0.334453425174275
NEDD4	0.24722487283204	0.0228758445373206	0.0807225956433024
PIGB	0.0286251179142046	0.860347740977267	0.933683499006651
MAPK6	-0.160469736699464	0.0783296187761086	0.206689382558624
GNB5	-0.0186345770551914	0.862583793247982	0.934925618579781
RAB27A	0.204288513397519	0.132774195882277	0.304902078062697
HDHD5	0.564083527846879	0.00164871225044656	0.00919343416903618
UFD1	0.162860354763228	0.131418768074798	0.302826866862537
LRP6	-0.460149666367452	1.65534661030132e-07	2.30136465623316e-06
GUCY2C	0.0822028333008055	0.828002588646171	0.918163399866705
PHRF1	0.193248276053812	0.053219892949508	0.155641940344369
ELP1	0.0488566448708146	0.620923180563697	0.798664251183516
NUCB2	-0.454591949291594	4.13043235795861e-08	6.42613583198848e-07
PFN2	-0.321769801948506	0.000358615193474707	0.00244976918608464
PTPN3	0.654248791327547	0.00257606646917103	0.0134363304538833
SPTB	-0.0148749746523931	0.883980740022094	0.945265831540392
FGF10	-1.16360825874739	7.83698438858334e-10	1.54317529122833e-08
SLC44A1	0.30677711988045	0.00333393063446097	0.0166901550763161
TMEM260	-0.251942065627401	0.0425323036379444	0.130812499000564
SMG6	-0.306492291153993	0.000343647148816683	0.00235377687270352
EXOC5	-0.0174993090121058	0.841177207862267	0.924725147295575
CLTCL1	0.534258664958276	0.000155409550131743	0.00117226244810725
FGF22	1.24116458639603	0.00104401465270809	0.00620293561289148
FSTL3	1.77264775897606	3.16847638584463e-57	1.39575911191293e-54
DGCR2	0.0632041603247993	0.543181549682769	0.740213287343904
RNF126	0.315338215886148	0.012485698162922	0.0499622357321389
MNT	0.114311168862863	0.323253792354134	0.547624104001323
ZXDC	0.309522141584296	0.00894289433447997	0.0380314161552794
JMJD6	0.451551167710667	0.000831938465924804	0.00512253485128939
POLB	-0.302387600239448	0.0960051160053641	0.239709615962867
WIPI1	0.906544460883851	7.95597613091346e-13	2.21417400697516e-11
GBA2	0.424948236994646	1.19414712489883e-05	0.000117269811284651
NDST1	0.266025070641749	0.0270525359565822	0.0922273424828498
ASNS	-0.942587157069511	5.55954036676691e-13	1.59919763758978e-11
AP3M2	-0.432886682387661	0.000609646233779775	0.00390320316372815
ST6GALNAC2	0.210558798004993	0.670699731924782	0.830923942693153
PABPC1	-0.0707926406416799	0.407035694902434	0.626420997604003
TESK2	-0.460581706673707	0.0168949647781089	0.0632709659822403
CFAP20	-0.204252860365825	0.104260578166226	0.255157078439187
CSNK2A2	-0.14662775098948	0.122364892790034	0.287799320205323
PTPN21	0.140613829295684	0.121838136883616	0.286881550774524
EIF2B3	-0.102261400528535	0.449928391967681	0.665451960820939
CAMK2A	-1.67343380059019	5.04902422586133e-07	6.4046218700841e-06
TCOF1	-0.151105757042368	0.213370089978025	0.421329411793185
CDC42	0.0849964899354551	0.2829341531544	0.505302765357875
OSBPL3	-1.07716009699709	7.25228571793426e-19	3.75220608050706e-17
RAD18	0.201792780394929	0.213041711151941	0.421030866471944
ATP2B1	0.434668221858229	0.00113520305952916	0.00667018322096822
NCK2	0.158168510569255	0.15982891314557	0.347663964853048
MAP4K4	-0.133411968648371	0.076417786088196	0.202849438156736
MGAT4A	-0.0213423094174167	0.916638389272726	0.960510244361014
RPL31	0.031704168074167	0.678717334517289	0.835896249753021
WDR1	0.797131039548783	4.32311119956709e-10	8.73574423000332e-09
SNX13	-0.0904697981707698	0.292663357098444	0.516515984402909
ARHGAP10	0.441877993791186	0.000101047252890274	0.000793251805021509
RPS6KA2	0.90489583954693	8.51481613570729e-23	6.19252052737429e-21
ING3	-0.104245313309046	0.545702077295952	0.742024919788999
VASH1	-0.102630550258443	0.481998252821867	0.692392533495532
LMCD1	1.55569565008871	1.07607620583649e-37	1.72822322308198e-35
BUD23	-0.0682638380389333	0.493735762685472	0.702187804546131
SEL1L	0.189102556693471	0.049927166297688	0.148405060724456
TRIP13	-0.0938998285287312	0.683566476868267	0.838264210550102
ATP6AP1	0.0154150335424275	0.87574765787909	0.941515751285113
TCF3	-0.469162023453578	3.11131330927721e-07	4.13180263586874e-06
TRIB2	-0.373912370386594	0.0375201191202047	0.118858680212722
DAZAP1	0.208085756342487	0.0286982209285384	0.0967593617757098
MBD3	-0.121295787575471	0.215618801744292	0.423824726543546
HLTF	-0.245840788188512	0.0162328800091255	0.0614180476026252
FAM50A	0.261744902142366	0.00714516229597499	0.0315837477865087
FAM3A	0.226324955736247	0.0317758378297165	0.10451244891694
CPSF1	0.00319201088962163	0.980128298557496	0.989498304554706
MYO3B	-0.225719451716507	0.475627147412359	0.688090988156829
CYBRD1	0.205351622379985	0.011979876532877	0.048400898434568
PDCD2	0.0867298817431395	0.380411800289471	0.601408499341648
SLC6A15	-0.577956245248257	0.0748007753899126	0.199771064431261
RDH11	0.0727357471951758	0.452261299507639	0.667222949010807
PRKACA	-0.146990094134503	0.0736994903286651	0.197911716701195
ADGRL1	-0.371617275737724	0.00511437303407181	0.0240396287890627
ACTN1	0.379161606854059	0.00813620815909724	0.0353197504705585
ZFYVE26	-0.394767213173585	2.07923519254982e-05	0.000194997860089618
RPS6KA6	-0.303880139013702	0.0639504771358664	0.178880344064004
EPN2	0.373037055993514	0.00217675643714644	0.0116694126383601
PTPN18	0.448414506851608	0.000422938252614987	0.00282288397351423
LIMS2	1.2743894930969	1.81006833781597e-14	6.14705586617768e-13
SPEG	-0.52333332824545	1.73971579816262e-05	0.000165573692444884
LNX1	0.392915753916241	0.0178873836801029	0.0662951157643814
ALDH3A2	-0.945970211451429	4.16360455139012e-11	9.34417102959721e-10
TFRC	0.185220124420488	0.0545480181309586	0.158444111443693
SREBF1	-0.690940890063354	4.39591352143099e-09	7.88095286900268e-08
TRPC5	-0.466388747625849	0.287973850438196	0.511636416922805
AFF4	-0.0361511224324255	0.642570942635876	0.813262091081919
UBE2D1	0.137840246604885	0.226057571416617	0.43692561565769
MPP5	-0.185332724349505	0.0476397881381268	0.142913422967356
RHOBTB1	0.0741979490575817	0.473520796215869	0.686353636932995
SMC1A	-0.169201787731055	0.0508495541004511	0.150537332012434
HSD17B10	0.2215427732019	0.0543839311720889	0.158146256282774
MARK2	-0.0646354460222311	0.557674577277855	0.751658941556952
HMMR	1.30707097039017	1.35635614112897e-06	1.59635870106308e-05
CHFR	0.103772953111067	0.369571796564785	0.591084850563886
TRHDE	0.140885461642649	0.246216189328437	0.461820098183193
P4HA2	-0.36173942229736	2.02754441962884e-06	2.3138919216756e-05
NFATC3	0.0177940203735694	0.899965153016732	0.952410098785914
TRNT1	0.0992588424380052	0.4376586158842	0.655564077784779
ACADVL	-0.0516205308516446	0.578472154109622	0.768471796662256
STK10	0.201684073076153	0.10506033378553	0.25666617434722
FBXW11	0.0230045155960993	0.804154252109576	0.906754188237489
ACAP1	-0.262742947144867	0.289399594492906	0.513001311715709
CRMP1	-0.261287993233331	0.0286989597483669	0.0967593617757098
EVC	-0.172920730136591	0.068517414769171	0.187537990575373
DERL2	-0.0145900141104931	0.889973808186027	0.94749455700954
SIDT1	-0.300508319990843	0.347044139206647	0.569468554521933
NDE1	0.306671186743046	0.0231649642798251	0.0815612445621668
MRVI1	0.384503738744232	0.0161739912720836	0.0612704170597016
TMEM38A	-0.0791791842866156	0.705738819915145	0.851148398423944
AP1M1	1.06260709931488	6.59637923407757e-29	7.58977425604537e-27
PVR	-0.299917503933431	0.297551975622807	0.521917674647603
XRCC1	-0.110368045936993	0.397698539853381	0.617680677693103
SCARB1	-0.596495611397863	8.56349048827388e-05	0.000685168118049853
MCM2	-0.627493324669583	0.000289279532222845	0.0020326373457491
MOV10L1	-0.870969831067001	1.51240534946506e-05	0.000145285144411541
PANX2	-0.455032152903776	0.0346379066058761	0.111965453702384
SELENOO	0.45369153974653	0.000111630343091725	0.000866624687708065
ALPK1	-0.36549296738898	0.000647260801589849	0.00410846728650156
PDE8A	0.0373557326506393	0.735727106138554	0.869029381938576
CLCN4	0.383440952812764	0.00524250487176429	0.0244861981559715
NLE1	-0.499800898408635	0.000443193925430892	0.0029389952439972
SDHA	0.0257059913219277	0.752975130984789	0.878596653860575
SMARCE1	-0.227236602311206	0.0148345136197585	0.0572942211897387
GSDMB	-0.254647890591503	0.107301220737993	0.260653887086556
KDM5A	0.0521223288065076	0.592278671068956	0.777923752656006
ADAM11	-0.537614498378181	0.0535843488484823	0.156381504930135
PPP2R3A	-0.274649732591924	0.00689413689979397	0.0307474118371488
FERMT2	0.604803500319947	6.71278885435771e-10	1.33201774203973e-08
PTGS2	-1.04542272426636	0.000178289601259501	0.00131840243271894
IGF2BP2	0.771756401955003	3.75260980327888e-15	1.36135853992832e-13
MAP3K13	0.165862123012556	0.220554531825246	0.430553275725709
ST6GAL1	-0.280406874742181	0.338879799252526	0.562234880541853
FRY	0.394442872475833	0.183212129111478	0.382448498055886
PICALM	0.255509156091487	0.00227075942974273	0.0121027399954882
NSF	-0.0491017540329763	0.589892152241379	0.776745198968855
GLI2	-0.881904297523938	1.5620461174147e-09	2.96231574886838e-08
CLASP1	0.195911944151297	0.0417514719954556	0.128899518467348
MRPS34	0.0365878805999346	0.754000740285872	0.879410341955692
NOTCH3	0.560818536569366	4.01487855294186e-09	7.23147167397868e-08
CLNS1A	-0.240818500115927	0.00550214639775379	0.0254878176645308
PPP2R2C	0.499685544083446	0.325253941692085	0.549219319942926
TEAD2	-0.701489338168773	7.63047084965181e-08	1.13558493783718e-06
EED	-0.0531230299930326	0.721941766934086	0.86123312876904
CDHR2	-0.288222567759907	0.495946712801294	0.704378352251712
TSG101	0.391572999811449	5.10096286853588e-05	0.000430940523326499
NCBP3	-0.0575205510708731	0.602751050911906	0.786072976499318
ATP2A3	0.126379161830114	0.530694568912494	0.730623168451901
CA12	-0.781109305948153	4.32020979499389e-14	1.38768738790033e-12
MGLL	0.414612268492935	0.00484311354061039	0.022940437655647
NTN4	0.940380565474855	1.56585848805592e-09	2.96589756374032e-08
BCS1L	0.0809940783560621	0.501763124076732	0.709156095610511
NUAK1	1.30203658265978	5.45282403290185e-19	2.8791657855918e-17
DPP8	0.164122781899456	0.0554531706996256	0.160438541160973
SLC24A1	0.112781214161609	0.305109252722987	0.52967330821152
ZNF532	-0.107428785071586	0.240051933702518	0.453624306143574
SCARF1	1.06474691860773	0.000320133863242434	0.00221934528033806
LMAN1	-0.212321365606685	0.0128814572086773	0.0510818691469616
HACD3	-0.178467084121855	0.0277865385566037	0.0942809972415748
IPCEF1	0.0219111555487786	0.965386770219094	0.982593954531159
ZZEF1	0.0853308966316364	0.334245405822822	0.558149644425027
ENO1	0.233362182844222	0.395044938301478	0.615468339015783
SLC12A1	-0.386656065948623	0.343023413317579	0.565497763845814
MYDGF	0.179101325190799	0.0544672270589675	0.158305057490019
ANO8	-0.346037175057558	0.0351503277267914	0.113307077752806
TUBE1	-0.695334756619028	8.38042021476945e-08	1.23173802546535e-06
ARHGEF10L	0.135657954015152	0.199353197303209	0.402680300010804
TXK	-0.18330632671668	0.388464981968914	0.609293295218385
TACR2	-0.148059685928503	0.667279389537203	0.828684142399081
ACTR6	0.0487420082550756	0.725247556294445	0.863406690300234
TIPIN	-0.259419060650197	0.228001926345971	0.439251993052877
SRI	0.465954166671025	3.28441491536036e-06	3.61707922607329e-05
EIF4G3	-0.205328052768838	0.0148732860188091	0.0574008319994989
NUP37	-0.216053694317004	0.0916874055879003	0.231781672299434
SEMA3A	-1.17443171026464	5.50490247479557e-19	2.89674356165181e-17
GTSE1	0.187850936791007	0.586994248651558	0.774852510762818
SEMA3C	-0.117143774944136	0.391289873652792	0.612021532258709
TTC38	0.339701075556981	0.00208736469072048	0.0112606678801709
ACAT1	0.165393461452761	0.135792916477928	0.310309053839736
GRAMD4	-1.12162908194966	1.99556898907385e-13	6.09261043040409e-12
CELSR1	-0.669250581873196	0.0363052689297691	0.115993710400623
ZNF638	0.0148989538304024	0.864114056993858	0.935794797410361
SLC25A40	-0.189100961641763	0.236762130842721	0.44988889984386
TIMM21	-0.166723020611096	0.19391201285593	0.39573775659069
RASAL2	0.501273961388372	1.05742222973551e-05	0.00010545495432123
VPS9D1	0.12650094426161	0.247211071543303	0.463015880502372
ZNF37A	0.0224529361440954	0.827825382593774	0.918098960497109
MARK3	-0.122678802803249	0.161169396621125	0.349676791088843
SLC25A3	0.214410712144676	0.00309535860976671	0.0156936004752986
FNDC3B	0.684364071759768	3.60453612489684e-13	1.06669362713358e-11
FOSL2	0.26454365657702	0.012788802154163	0.0508452170224047
FRYL	0.34311222788143	0.00160866291817878	0.00901576331242474
TMEM131	-0.229231754836792	0.00673765917196641	0.030180484925444
FSCN1	-0.490027677049612	3.82783767665662e-05	0.000332868591645188
ACTB	0.784395776870833	0.00142910753098205	0.00813362123022562
MOCOS	-0.168423840355856	0.275968955174391	0.497415168445028
PLD1	-0.55044749839806	0.000592676661310966	0.0038122189253619
WDR62	-0.0469220395806645	0.889087168152029	0.947217271004968
DLG1	0.0817458677515626	0.412778343905057	0.631934912752276
RAB7A	0.0432317741531734	0.533062868074207	0.732601237031682
BCAP29	0.25782530352748	0.0257844073242943	0.0888497920875315
SEC31B	0.0357351337961004	0.825121220061856	0.917041830219002
SART3	-0.0307515951303276	0.734746040570535	0.868388276114044
TUBA3D	-0.256880859565021	0.534456576922637	0.733705948089504
EXOSC7	0.159346260819012	0.171559267045954	0.366560529284163
KIFAP3	-0.310135617575653	0.0117399029261256	0.0476331113986853
MKRN2	0.475749912060666	2.4869919175406e-06	2.79478435748112e-05
MCM6	-0.102548895326119	0.436214213596769	0.654491119621933
REXO2	-0.0202000257146912	0.81732709211957	0.912824998645384
RBM7	-0.0749798134691035	0.533134546923106	0.732608595762963
RBMS2	-0.0561232632213892	0.629776397907216	0.805117908586009
BAZ2A	0.084878073469123	0.351035038139299	0.573545930937389
PTPN23	-0.00206329504515303	0.979647275021252	0.989325102037174
MLH1	-0.334254592789231	0.00127049983386178	0.00733654173725879
UNG	-0.250260215328068	0.0431352762937512	0.132297531310335
FMO4	-0.0413912037189601	0.814174979051667	0.911526155362684
KLHL20	-0.210835402918549	0.0854334293880373	0.219718534496207
RGS11	0.484767835307029	0.000997382222466263	0.00597654065526033
SLC46A1	-0.165753251590675	0.549233403836743	0.744446647943289
PLXNA2	-0.48709561260722	0.00572949959179902	0.0264087966237241
SPAG5	-0.393962062793167	0.120055433861831	0.283854420990907
ANKRD13A	0.675894869150201	5.59522337562861e-19	2.93425693896061e-17
ACACB	0.330941936007981	0.00816320464171751	0.0354136998216096
TRAF4	-0.49294365157065	0.000696212394113951	0.00438667866467057
PAG1	-0.37503550316283	0.0448747651542366	0.136627000226702
GPATCH1	-0.283091805358741	0.0736877082385196	0.197911716701195
ICAM3	0.326974612671241	0.0533477162217229	0.155867934187327
NT5C2	0.443460884044315	5.78221357723607e-05	0.000482609194781087
MCAM	0.832801277048209	0.00346962357411263	0.0172953948482601
GPC4	0.933472776226889	1.83086312242164e-09	3.43409338461031e-08
MBNL3	-0.362881486842772	0.0647229905887212	0.180549858675032
RAP1GAP	0.169711433207495	0.650534438366001	0.818436554118891
XAB2	-0.00335496926334637	0.971183434458406	0.984982646525438
ARHGEF1	0.335464061267926	0.00108467633398607	0.00640994239838915
STXBP2	0.168676911237736	0.499293756812594	0.707027107139656
MAP2K7	-0.0212897818394435	0.824409087250506	0.916696586166836
DGKD	0.236156585734568	0.0876423916138992	0.22405411936712
CTTNBP2	-1.02034573179956	3.47757342160015e-14	1.12783063539079e-12
RARB	-0.39232455927855	0.0622695790569536	0.175203104405781
TOP2B	-0.0251119528086549	0.747044697653582	0.875275782411362
TM9SF3	0.229190656492726	0.0124398469393097	0.0498053090161366
NFKB2	0.154178906157489	0.123204111534414	0.289302618281692
UBE2T	-0.276149304178025	0.252469090500338	0.468886504456665
PPP1R12B	0.863063152342613	1.13237960642521e-13	3.53421635057973e-12
DNAJC10	0.0144527655880941	0.865007696551009	0.936599880645331
GTF3C1	-0.216813047312448	0.0073985189698303	0.0325099275222739
IL4R	0.308171333887439	0.0529846980986149	0.155160128259154
USP33	0.861614917500979	3.2613470557671e-15	1.19155092193879e-13
PAK3	-1.11956657412212	3.17934038366258e-07	4.21850860889068e-06
SNRPA	-0.32400980576826	0.00697406289157192	0.0310052196257947
EXOSC5	0.120102763215031	0.583388178148812	0.771876678168574
DYNC1I2	-0.000166693112289848	0.998161525539518	0.998874174126585
APBB1IP	-0.13857004773797	0.325014888667089	0.549039065790422
LRCH4	-0.109656748431951	0.350710598481509	0.57322760599893
FAM76B	0.221225757225189	0.0737105689565857	0.197911716701195
SIRT6	0.17076619332655	0.246595190802988	0.462193611937815
POLD3	-0.200288746160352	0.0823655728881915	0.214222740011831
ACTN2	0.473910145850217	0.306175558211956	0.530704300900723
CAPZB	0.261441613352279	0.000361098832995703	0.0024634609766052
GPR137B	0.515181904435848	8.4856420801509e-05	0.000679291950113014
NAALAD2	-0.812862922942113	0.00336492422416914	0.016827895455154
JADE1	1.17430213228425	8.38361346041954e-33	1.06825249861776e-30
SLC25A43	0.463101528928292	1.40348296480289e-05	0.000136093712901453
UBE2A	0.132071928922381	0.129351248727424	0.299135676148105
FGFR1	0.0611133340071593	0.421144550906533	0.641114404213757
FKBP6	0.07876209471413	0.834501688452923	0.920823674529061
SMC1B	-0.114767624751045	0.590877840018553	0.777197309423581
FBLN1	-0.00538422896851322	0.938652778369292	0.970858717061422
ITGA8	1.10154967611491	1.07601321346781e-11	2.58008891527942e-10
MAP2	0.809222711020952	1.86711776077122e-08	3.06247038676284e-07
PIAS2	-0.119622428078584	0.321040533187171	0.545372734759785
AMPH	1.08272380717796	9.87818237959453e-11	2.12712033419816e-09
ARAF	0.04832028664777	0.621634800963037	0.799096661768226
MCCC1	0.518418282743772	4.86043988259292e-05	0.000413566567934976
LAMP3	-0.383168098770885	0.322026202272772	0.546393517029326
FAP	0.0485620027449948	0.592663790746349	0.778271895556359
NEBL	1.19601757297493	0.00581060627030085	0.0267187376902769
ACER3	0.822075956244471	3.58593032229991e-10	7.32289718002914e-09
UBE2K	0.317309373766115	0.00131436183013993	0.00756715111915515
PIK3C3	0.282897418887508	0.00382093739239365	0.0187138541028987
N4BP2	0.390202707223197	0.00285703341642921	0.0146881431192083
TIGAR	-0.169993167986847	0.24743421332005	0.463112706100331
TULP3	0.00202564824859689	0.984482339052515	0.991785796771799
SYNJ2	-0.630957267442647	2.40834502363805e-06	2.71630311444414e-05
ADCY2	-0.29629120109928	0.395454272567343	0.615743690545238
PPP2R5C	-0.0069817603426456	0.934406315027531	0.969102419285247
GNB1	0.170416185383569	0.0210977050269792	0.075672027951704
EDN1	0.0557416901667453	0.844293281948489	0.926335507817159
MLLT10	0.0112276824451516	0.915736062067056	0.960071984560715
ZCWPW1	0.0467254629076929	0.793730560094991	0.900518771944083
ITM2A	0.25925005409708	0.391293881552917	0.612021532258709
NRDC	0.101365461822028	0.173007901184965	0.368382457470554
VDAC3	0.0339961412149376	0.702389345223307	0.849247720819241
PCM1	-0.167100512521499	0.0358497778719067	0.115017360472078
TNRC6C	-0.0703608579492835	0.597917239492992	0.782106388266985
CBFA2T2	-0.571145937800139	2.75275161333643e-07	3.70634333257875e-06
BRINP1	-0.81635610657009	0.00914134873682354	0.0386877551679719
ITCH	0.241249465684959	0.00838176638622648	0.0361685066170837
TP53INP2	0.542591228967803	0.000272299002617165	0.00192406325497317
SDF4	0.0399259405493562	0.602738492039634	0.786072976499318
MYH7B	0.495337375339651	0.0937230052055451	0.235652526787197
TP73	-0.186195221428534	0.656565273098838	0.822400144661457
TOLLIP	0.0407185203633714	0.661721380235719	0.825432436322628
UBE2D4	-0.16590127388807	0.378865791621092	0.599789791068281
CLUL1	-0.997088132124238	0.0012184596066991	0.00707845147554132
RUNX1T1	-0.371035675520237	0.000171471141840341	0.00127532178721388
CDH17	0.0170899405079719	0.908536616025304	0.957103942993314
THOC1	-0.328101167312309	0.010854066266486	0.0445429847475861
FKBP7	-0.341815407352725	0.000753793073623866	0.0047014488710084
OSBPL6	-0.565020334834445	0.0661802874978086	0.183321536586636
SLC1A3	-0.237377383120575	0.229356287729862	0.440979579027187
XRCC5	0.074143088848064	0.303627575302419	0.528247568947494
LXN	-1.01222220898236	2.7177050735452e-10	5.61683335441286e-09
SP140	-0.154922419041416	0.600097457062471	0.783960565411725
MKNK1	0.0758820037964949	0.512190789679147	0.717415033914088
TNS1	-0.256004398659154	0.00427816692085269	0.0205870092339909
REXO1	0.323863109095503	0.00797475851973781	0.03468928502469
SAR1A	0.2808622024654	0.0010942173211793	0.00645889841421995
CDC14A	-0.372878363370631	0.109330864648479	0.264708428258519
RAPGEF3	-0.539800608632745	0.0126587150446652	0.0505103697097952
CEACAM1	0.077009189059924	0.697326053804949	0.846364882119554
SENP1	0.00206408971768366	0.988439440219124	0.993530170760705
CIC	-0.460447067262254	2.89178721880471e-07	3.87363817024596e-06
LIPE	0.842835390110996	0.00456989551370401	0.0218205788263513
FDFT1	0.0407839403368753	0.699105577684752	0.847252915143747
PAFAH1B3	-0.934061863205298	4.1144990821807e-05	0.000354993547000907
OPHN1	-0.019525986742242	0.887289033058966	0.946454469890365
