CompoundID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
C06598	0.74742902	0.84742902	0.94742902	1.04742902	1.14742902	1.24742902
C09880	-0.690286134	-0.590286134	-0.490286134	-0.390286134	-0.290286134	-0.190286134
C04144	-0.929652687	-0.829652687	-0.729652687	-0.629652687	-0.529652687	-0.429652687
C04943	0.66037939	0.76037939	0.86037939	0.96037939	1.06037939	1.16037939
C03240	1.10316503	1.20316503	1.30316503	1.40316503	1.50316503	1.60316503
C01902	0.999638938	1.099638938	1.199638938	1.299638938	1.399638938	1.499638938
C13814	-0.562484558	-0.462484558	-0.362484558	-0.262484558	-0.162484558	-0.062484558
C08416	0.90331315	1.00331315	1.10331315	1.20331315	1.30331315	1.40331315
C04742	-0.885751469	-0.785751469	-0.685751469	-0.585751469	-0.485751469	-0.385751469
C16261	1.109018804	1.209018804	1.309018804	1.409018804	1.509018804	1.609018804
C00746	0.404886619	0.504886619	0.604886619	0.704886619	0.804886619	0.904886619
C12305	-0.087368186	0.012631814	0.112631814	0.212631814	0.312631814	0.412631814
C02229	-0.429671715	-0.329671715	-0.229671715	-0.129671715	-0.029671715	0.070328285
C04025	1.152443356	1.252443356	1.352443356	1.452443356	1.552443356	1.652443356
C06476	-0.778637752	-0.678637752	-0.578637752	-0.478637752	-0.378637752	-0.278637752
C08142	-1.473121459	-1.373121459	-1.273121459	-1.173121459	-1.073121459	-0.973121459
C01728	2.090585278	2.190585278	2.290585278	2.390585278	2.490585278	2.590585278
C07666	-0.135414953	-0.035414953	0.064585047	0.164585047	0.264585047	0.364585047
C00288	-0.796183884	-0.696183884	-0.596183884	-0.496183884	-0.396183884	-0.296183884
C01662	-1.065961952	-0.965961952	-0.865961952	-0.765961952	-0.665961952	-0.565961952
C05317	-0.653785991	-0.553785991	-0.453785991	-0.353785991	-0.253785991	-0.153785991
C14767	0.251477543	0.351477543	0.451477543	0.551477543	0.651477543	0.751477543
C16190	-0.452633714	-0.352633714	-0.252633714	-0.152633714	-0.052633714	0.047366286
C07649	-1.579587698	-1.479587698	-1.379587698	-1.279587698	-1.179587698	-1.079587698
C09882	-0.194349391	-0.094349391	0.005650609	0.105650609	0.205650609	0.305650609
C00946	2.023809079	2.123809079	2.223809079	2.323809079	2.423809079	2.523809079
C07492	0.952199906	1.052199906	1.152199906	1.252199906	1.352199906	1.452199906
C01372	-0.188943976	-0.088943976	0.011056024	0.111056024	0.211056024	0.311056024
C02823	0.871462286	0.971462286	1.071462286	1.171462286	1.271462286	1.371462286
C12448	-0.868036297	-0.768036297	-0.668036297	-0.568036297	-0.468036297	-0.368036297
C10165	1.109766585	1.209766585	1.309766585	1.409766585	1.509766585	1.609766585
C00437	0.173918875	0.273918875	0.373918875	0.473918875	0.573918875	0.673918875
C00695	0.982027761	1.082027761	1.182027761	1.282027761	1.382027761	1.482027761
C14520	0.344117864	0.444117864	0.544117864	0.644117864	0.744117864	0.844117864
C11529	-0.141627642	-0.041627642	0.058372358	0.158372358	0.258372358	0.358372358
C12557	0.285515603	0.385515603	0.485515603	0.585515603	0.685515603	0.785515603
C03851	-0.615332027	-0.515332027	-0.415332027	-0.315332027	-0.215332027	-0.115332027
C04756	-0.638145323	-0.538145323	-0.438145323	-0.338145323	-0.238145323	-0.138145323
C06085	0.330097051	0.430097051	0.530097051	0.630097051	0.730097051	0.830097051
C06584	1.632940096	1.732940096	1.832940096	1.932940096	2.032940096	2.132940096
C07315	0.523842446	0.623842446	0.723842446	0.823842446	0.923842446	1.023842446
C01021	0.228227641	0.328227641	0.428227641	0.528227641	0.628227641	0.728227641
C02357	-1.112999835	-1.012999835	-0.912999835	-0.812999835	-0.712999835	-0.612999835
C02255	0.52308067	0.62308067	0.72308067	0.82308067	0.92308067	1.02308067
C00850	0.950382542	1.050382542	1.150382542	1.250382542	1.350382542	1.450382542
C07019	0.230645494	0.330645494	0.430645494	0.530645494	0.630645494	0.730645494
C07398	-0.574095512	-0.474095512	-0.374095512	-0.274095512	-0.174095512	-0.074095512
C05140	-1.571248426	-1.471248426	-1.371248426	-1.271248426	-1.171248426	-1.071248426
C10395	1.203875556	1.303875556	1.403875556	1.503875556	1.603875556	1.703875556
C08819	0.638403882	0.738403882	0.838403882	0.938403882	1.038403882	1.138403882
C07269	-1.092148336	-0.992148336	-0.892148336	-0.792148336	-0.692148336	-0.592148336
C05806	-0.589373878	-0.489373878	-0.389373878	-0.289373878	-0.189373878	-0.089373878
C10982	-1.489425998	-1.389425998	-1.289425998	-1.189425998	-1.089425998	-0.989425998
C02994	-1.586703644	-1.486703644	-1.386703644	-1.286703644	-1.186703644	-1.086703644
C09839	-0.204443394	-0.104443394	-0.004443394	0.095556606	0.195556606	0.295556606
C04796	-0.165485132	-0.065485132	0.034514868	0.134514868	0.234514868	0.334514868
C14397	0.011213624	0.111213624	0.211213624	0.311213624	0.411213624	0.511213624
C14778	1.51059898	1.61059898	1.71059898	1.81059898	1.91059898	2.01059898
C05204	0.259090942	0.359090942	0.459090942	0.559090942	0.659090942	0.759090942
C02811	0.437390297	0.537390297	0.637390297	0.737390297	0.837390297	0.937390297
C04446	0.79031855	0.89031855	0.99031855	1.09031855	1.19031855	1.29031855
C00043	-1.108615754	-1.008615754	-0.908615754	-0.808615754	-0.708615754	-0.608615754
C05502	0.053234907	0.153234907	0.253234907	0.353234907	0.453234907	0.553234907
C02970	-1.182743681	-1.082743681	-0.982743681	-0.882743681	-0.782743681	-0.682743681
C00049	1.214472954	1.314472954	1.414472954	1.514472954	1.614472954	1.714472954
C06503	0.557763351	0.657763351	0.757763351	0.857763351	0.957763351	1.057763351
C04729	-0.208056413	-0.108056413	-0.008056413	0.091943587	0.191943587	0.291943587
C11751	0.543632146	0.643632146	0.743632146	0.843632146	0.943632146	1.043632146
C11062	-0.884291307	-0.784291307	-0.684291307	-0.584291307	-0.484291307	-0.384291307
C04425	0.251879278	0.351879278	0.451879278	0.551879278	0.651879278	0.751879278
C07287	0.601669957	0.701669957	0.801669957	0.901669957	1.001669957	1.101669957
C00438	-2.464236726	-2.364236726	-2.264236726	-2.164236726	-2.064236726	-1.964236726
C02059	-1.413325803	-1.313325803	-1.213325803	-1.113325803	-1.013325803	-0.913325803
C14821	0.639473726	0.739473726	0.839473726	0.939473726	1.039473726	1.139473726
C01849	-0.122062177	-0.022062177	0.077937823	0.177937823	0.277937823	0.377937823
C06031	-0.3171303	-0.2171303	-0.1171303	-0.0171303	0.0828697	0.1828697
C01242	-1.448980158	-1.348980158	-1.248980158	-1.148980158	-1.048980158	-0.948980158
C04084	-1.515470138	-1.415470138	-1.315470138	-1.215470138	-1.115470138	-1.015470138
C04351	-0.285394592	-0.185394592	-0.085394592	0.014605408	0.114605408	0.214605408
C01279	-1.045842295	-0.945842295	-0.845842295	-0.745842295	-0.645842295	-0.545842295
C14415	0.115960358	0.215960358	0.315960358	0.415960358	0.515960358	0.615960358
C14425	-0.259454309	-0.159454309	-0.059454309	0.040545691	0.140545691	0.240545691
C12012	-0.882597296	-0.782597296	-0.682597296	-0.582597296	-0.482597296	-0.382597296
C08734	0.090457018	0.190457018	0.290457018	0.390457018	0.490457018	0.590457018
C06747	-0.122764913	-0.022764913	0.077235087	0.177235087	0.277235087	0.377235087
C01468	-0.658964819	-0.558964819	-0.458964819	-0.358964819	-0.258964819	-0.158964819
C01921	0.941542518	1.041542518	1.141542518	1.241542518	1.341542518	1.441542518
C00441	-0.773015151	-0.673015151	-0.573015151	-0.473015151	-0.373015151	-0.273015151
C11901	-0.289261802	-0.189261802	-0.089261802	0.010738198	0.110738198	0.210738198
C14355	0.162049785	0.262049785	0.362049785	0.462049785	0.562049785	0.662049785
C11596	0.161073302	0.261073302	0.361073302	0.461073302	0.561073302	0.661073302
C08433	-1.347315301	-1.247315301	-1.147315301	-1.047315301	-0.947315301	-0.847315301
C02324	0.517735352	0.617735352	0.717735352	0.817735352	0.917735352	1.017735352
C06860	1.218433913	1.318433913	1.418433913	1.518433913	1.618433913	1.718433913
C00941	0.037679458	0.137679458	0.237679458	0.337679458	0.437679458	0.537679458
C01969	-0.143050717	-0.043050717	0.056949283	0.156949283	0.256949283	0.356949283
C02206	-0.401159378	-0.301159378	-0.201159378	-0.101159378	-0.001159378	0.098840622
C11059	-1.0019254	-0.9019254	-0.8019254	-0.7019254	-0.6019254	-0.5019254
C04069	1.08752065	1.18752065	1.28752065	1.38752065	1.48752065	1.58752065
C05790	1.101256217	1.201256217	1.301256217	1.401256217	1.501256217	1.601256217
C05067	0.815518767	0.915518767	1.015518767	1.115518767	1.215518767	1.315518767
C07527	-0.860745915	-0.760745915	-0.660745915	-0.560745915	-0.460745915	-0.360745915
C11262	-0.592690453	-0.492690453	-0.392690453	-0.292690453	-0.192690453	-0.092690453
C08130	0.340772349	0.440772349	0.540772349	0.640772349	0.740772349	0.840772349
C09890	-1.10610137	-1.00610137	-0.90610137	-0.80610137	-0.70610137	-0.60610137
C06610	0.457389667	0.557389667	0.657389667	0.757389667	0.857389667	0.957389667
C04170	1.472096577	1.572096577	1.672096577	1.772096577	1.872096577	1.972096577
C02354	0.981814142	1.081814142	1.181814142	1.281814142	1.381814142	1.481814142
C03915	0.085383134	0.185383134	0.285383134	0.385383134	0.485383134	0.585383134
C05817	1.6417337	1.7417337	1.8417337	1.9417337	2.0417337	2.1417337
C01771	-1.696502073	-1.596502073	-1.496502073	-1.396502073	-1.296502073	-1.196502073
C01283	0.230583643	0.330583643	0.430583643	0.530583643	0.630583643	0.730583643
C05838	-0.16023235	-0.06023235	0.03976765	0.13976765	0.23976765	0.33976765
C07756	1.030944807	1.130944807	1.230944807	1.330944807	1.430944807	1.530944807
C05448	-0.216699188	-0.116699188	-0.016699188	0.083300812	0.183300812	0.283300812
C02227	1.003649465	1.103649465	1.203649465	1.303649465	1.403649465	1.503649465
C10928	0.018144482	0.118144482	0.218144482	0.318144482	0.418144482	0.518144482
C08385	-0.334031828	-0.234031828	-0.134031828	-0.034031828	0.065968172	0.165968172
C00631	-0.028792407	0.071207593	0.171207593	0.271207593	0.371207593	0.471207593
C04494	-0.616136172	-0.516136172	-0.416136172	-0.316136172	-0.216136172	-0.116136172
C02139	0.402409844	0.502409844	0.602409844	0.702409844	0.802409844	0.902409844
C02899	0.653877579	0.753877579	0.853877579	0.953877579	1.053877579	1.153877579
C01394	-1.200723267	-1.100723267	-1.000723267	-0.900723267	-0.800723267	-0.700723267
C01198	-0.574061419	-0.474061419	-0.374061419	-0.274061419	-0.174061419	-0.074061419
C00146	0.331200487	0.431200487	0.531200487	0.631200487	0.731200487	0.831200487
C04582	-0.453204426	-0.353204426	-0.253204426	-0.153204426	-0.053204426	0.046795574
C11862	-0.630146873	-0.530146873	-0.430146873	-0.330146873	-0.230146873	-0.130146873
C11401	0.077084764	0.177084764	0.277084764	0.377084764	0.477084764	0.577084764
C02952	1.501282166	1.601282166	1.701282166	1.801282166	1.901282166	2.001282166
C12398	-1.836765328	-1.736765328	-1.636765328	-1.536765328	-1.436765328	-1.336765328
C02177	-0.24281362	-0.14281362	-0.04281362	0.05718638	0.15718638	0.25718638
C03985	-0.919326419	-0.819326419	-0.719326419	-0.619326419	-0.519326419	-0.419326419
C15589	0.721299091	0.821299091	0.921299091	1.021299091	1.121299091	1.221299091
C12724	-1.214310332	-1.114310332	-1.014310332	-0.914310332	-0.814310332	-0.714310332
C07005	0.825855991	0.925855991	1.025855991	1.125855991	1.225855991	1.325855991
C03212	-1.213089992	-1.113089992	-1.013089992	-0.913089992	-0.813089992	-0.713089992
C03494	-0.133012904	-0.033012904	0.066987096	0.166987096	0.266987096	0.366987096
C12128	-0.086100685	0.013899315	0.113899315	0.213899315	0.313899315	0.413899315
C02576	0.895743634	0.995743634	1.095743634	1.195743634	1.295743634	1.395743634
C07434	-0.312798272	-0.212798272	-0.112798272	-0.012798272	0.087201728	0.187201728
C02534	1.858473676	1.958473676	2.058473676	2.158473676	2.258473676	2.358473676
C11389	-0.043526785	0.056473215	0.156473215	0.256473215	0.356473215	0.456473215
C05913	-1.704460956	-1.604460956	-1.504460956	-1.404460956	-1.304460956	-1.204460956
C03645	-0.263067401	-0.163067401	-0.063067401	0.036932599	0.136932599	0.236932599
C08201	1.008608938	1.108608938	1.208608938	1.308608938	1.408608938	1.508608938
C04165	-0.402591326	-0.302591326	-0.202591326	-0.102591326	-0.002591326	0.097408674
C13623	1.607179652	1.707179652	1.807179652	1.907179652	2.007179652	2.107179652
C06638	-1.544506439	-1.444506439	-1.344506439	-1.244506439	-1.144506439	-1.044506439
C09871	-1.169043337	-1.069043337	-0.969043337	-0.869043337	-0.769043337	-0.669043337
C07758	-0.987196397	-0.887196397	-0.787196397	-0.687196397	-0.587196397	-0.487196397
C05296	1.649888522	1.749888522	1.849888522	1.949888522	2.049888522	2.149888522
C11421	0.003228774	0.103228774	0.203228774	0.303228774	0.403228774	0.503228774
C09290	-0.068101288	0.031898712	0.131898712	0.231898712	0.331898712	0.431898712
C00182	0.670457664	0.770457664	0.870457664	0.970457664	1.070457664	1.170457664
C01712	1.049923349	1.149923349	1.249923349	1.349923349	1.449923349	1.549923349
C03736	2.119638595	2.219638595	2.319638595	2.419638595	2.519638595	2.619638595
C17500	0.41202195	0.51202195	0.61202195	0.71202195	0.81202195	0.91202195
C07417	-0.096946752	0.003053248	0.103053248	0.203053248	0.303053248	0.403053248
C10303	-2.078115686	-1.978115686	-1.878115686	-1.778115686	-1.678115686	-1.578115686
C03599	-0.837993361	-0.737993361	-0.637993361	-0.537993361	-0.437993361	-0.337993361
C01351	-0.885773026	-0.785773026	-0.685773026	-0.585773026	-0.485773026	-0.385773026
C05620	-0.427378562	-0.327378562	-0.227378562	-0.127378562	-0.027378562	0.072621438
C08588	-0.501839193	-0.401839193	-0.301839193	-0.201839193	-0.101839193	-0.001839193
C05145	-1.328769195	-1.228769195	-1.128769195	-1.028769195	-0.928769195	-0.828769195
C07546	0.282495634	0.382495634	0.482495634	0.582495634	0.682495634	0.782495634
C00992	-1.99322366	-1.89322366	-1.79322366	-1.69322366	-1.59322366	-1.49322366
C11808	-1.481762351	-1.381762351	-1.281762351	-1.181762351	-1.081762351	-0.981762351
C09018	1.274137073	1.374137073	1.474137073	1.574137073	1.674137073	1.774137073
C02162	0.124826407	0.224826407	0.324826407	0.424826407	0.524826407	0.624826407
C15650	0.716266759	0.816266759	0.916266759	1.016266759	1.116266759	1.216266759
C16162	-0.83037344	-0.73037344	-0.63037344	-0.53037344	-0.43037344	-0.33037344
C06823	-1.581194555	-1.481194555	-1.381194555	-1.281194555	-1.181194555	-1.081194555
C09815	-1.657551709	-1.557551709	-1.457551709	-1.357551709	-1.257551709	-1.157551709
C07785	0.876159869	0.976159869	1.076159869	1.176159869	1.276159869	1.376159869
C00822	-1.674206246	-1.574206246	-1.474206246	-1.374206246	-1.274206246	-1.174206246
C00051	0.617896513	0.717896513	0.817896513	0.917896513	1.017896513	1.117896513
C02530	-0.610219736	-0.510219736	-0.410219736	-0.310219736	-0.210219736	-0.110219736
C07044	0.463801725	0.563801725	0.663801725	0.763801725	0.863801725	0.963801725
C00645	-1.15659335	-1.05659335	-0.95659335	-0.85659335	-0.75659335	-0.65659335
C07464	1.427540691	1.527540691	1.627540691	1.727540691	1.827540691	1.927540691
C09921	0.199447887	0.299447887	0.399447887	0.499447887	0.599447887	0.699447887
C01048	2.373888693	2.473888693	2.573888693	2.673888693	2.773888693	2.873888693
C08814	-0.205205688	-0.105205688	-0.005205688	0.094794312	0.194794312	0.294794312
C04503	-0.886469789	-0.786469789	-0.686469789	-0.586469789	-0.486469789	-0.386469789
C08615	-1.37175938	-1.27175938	-1.17175938	-1.07175938	-0.97175938	-0.87175938
C00041	-0.2893596	-0.1893596	-0.0893596	0.0106404	0.1106404	0.2106404
C03444	0.877282824	0.977282824	1.077282824	1.177282824	1.277282824	1.377282824
C02860	1.559220866	1.659220866	1.759220866	1.859220866	1.959220866	2.059220866
C14309	-0.327420357	-0.227420357	-0.127420357	-0.027420357	0.072579643	0.172579643
C10409	0.71350495	0.81350495	0.91350495	1.01350495	1.11350495	1.21350495
C06558	0.778431999	0.878431999	0.978431999	1.078431999	1.178431999	1.278431999
C02240	-1.027296477	-0.927296477	-0.827296477	-0.727296477	-0.627296477	-0.527296477
C00239	-0.506117999	-0.406117999	-0.306117999	-0.206117999	-0.106117999	-0.006117999
C01150	-0.723573167	-0.623573167	-0.523573167	-0.423573167	-0.323573167	-0.223573167
C16168	1.639429593	1.739429593	1.839429593	1.939429593	2.039429593	2.139429593
C00175	0.605016026	0.705016026	0.805016026	0.905016026	1.005016026	1.105016026
C06141	0.678870183	0.778870183	0.878870183	0.978870183	1.078870183	1.178870183
C03773	-0.125051452	-0.025051452	0.074948548	0.174948548	0.274948548	0.374948548
C04437	-0.244113009	-0.144113009	-0.044113009	0.055886991	0.155886991	0.255886991
C13556	0.321360688	0.421360688	0.521360688	0.621360688	0.721360688	0.821360688
C05576	1.9156837	2.0156837	2.1156837	2.2156837	2.3156837	2.4156837
C01659	0.516221502	0.616221502	0.716221502	0.816221502	0.916221502	1.016221502
C14524	1.474978753	1.574978753	1.674978753	1.774978753	1.874978753	1.974978753
C05110	-0.782048815	-0.682048815	-0.582048815	-0.482048815	-0.382048815	-0.282048815
C00344	-1.415504746	-1.315504746	-1.215504746	-1.115504746	-1.015504746	-0.915504746
C05837	0.308819728	0.408819728	0.508819728	0.608819728	0.708819728	0.808819728
C02314	-0.767280329	-0.667280329	-0.567280329	-0.467280329	-0.367280329	-0.267280329
C09305	1.532538962	1.632538962	1.732538962	1.832538962	1.932538962	2.032538962
C00519	-0.633312296	-0.533312296	-0.433312296	-0.333312296	-0.233312296	-0.133312296
C03917	0.074950574	0.174950574	0.274950574	0.374950574	0.474950574	0.574950574
C12600	-2.899781185	-2.799781185	-2.699781185	-2.599781185	-2.499781185	-2.399781185
C13827	-0.136881951	-0.036881951	0.063118049	0.163118049	0.263118049	0.363118049
C11039	0.100232744	0.200232744	0.300232744	0.400232744	0.500232744	0.600232744
C11018	0.323877195	0.423877195	0.523877195	0.623877195	0.723877195	0.823877195
C01590	0.274774243	0.374774243	0.474774243	0.574774243	0.674774243	0.774774243
C05297	-0.367064159	-0.267064159	-0.167064159	-0.067064159	0.032935841	0.132935841
C08507	-0.703776539	-0.603776539	-0.503776539	-0.403776539	-0.303776539	-0.203776539
C09869	0.540864573	0.640864573	0.740864573	0.840864573	0.940864573	1.040864573
C12263	-0.181120448	-0.081120448	0.018879552	0.118879552	0.218879552	0.318879552
C00918	-0.451881362	-0.351881362	-0.251881362	-0.151881362	-0.051881362	0.048118638
C10216	-0.526950125	-0.426950125	-0.326950125	-0.226950125	-0.126950125	-0.026950125
C09347	-0.662612493	-0.562612493	-0.462612493	-0.362612493	-0.262612493	-0.162612493
C02132	-0.786679976	-0.686679976	-0.586679976	-0.486679976	-0.386679976	-0.286679976
C01228	0.870587404	0.970587404	1.070587404	1.170587404	1.270587404	1.370587404
C00986	-1.449998284	-1.349998284	-1.249998284	-1.149998284	-1.049998284	-0.949998284
C15673	-0.523892891	-0.423892891	-0.323892891	-0.223892891	-0.123892891	-0.023892891
C08427	0.426493451	0.526493451	0.626493451	0.726493451	0.826493451	0.926493451
C11196	1.709715917	1.809715917	1.909715917	2.009715917	2.109715917	2.209715917
C00047	0.120751071	0.220751071	0.320751071	0.420751071	0.520751071	0.620751071
C06353	0.917831387	1.017831387	1.117831387	1.217831387	1.317831387	1.417831387
C05768	0.261868956	0.361868956	0.461868956	0.561868956	0.661868956	0.761868956
C02160	2.726633173	2.826633173	2.926633173	3.026633173	3.126633173	3.226633173
C03402	-0.131906952	-0.031906952	0.068093048	0.168093048	0.268093048	0.368093048
C08115	0.898238405	0.998238405	1.098238405	1.198238405	1.298238405	1.398238405
C10983	-1.650398836	-1.550398836	-1.450398836	-1.350398836	-1.250398836	-1.150398836
C03892	0.681325919	0.781325919	0.881325919	0.981325919	1.081325919	1.181325919
C03679	1.001588308	1.101588308	1.201588308	1.301588308	1.401588308	1.501588308
C11147	1.18749734	1.28749734	1.38749734	1.48749734	1.58749734	1.68749734
C02046	-0.121037496	-0.021037496	0.078962504	0.178962504	0.278962504	0.378962504
C05200	-2.330084212	-2.230084212	-2.130084212	-2.030084212	-1.930084212	-1.830084212
C03802	0.319452933	0.419452933	0.519452933	0.619452933	0.719452933	0.819452933
C15584	-0.212113904	-0.112113904	-0.012113904	0.087886096	0.187886096	0.287886096
C01419	-1.616828477	-1.516828477	-1.416828477	-1.316828477	-1.216828477	-1.116828477
C00001	1.031208674	1.131208674	1.231208674	1.331208674	1.431208674	1.531208674
C08626	1.254080444	1.354080444	1.454080444	1.554080444	1.654080444	1.754080444
C03154	0.70879943	0.80879943	0.90879943	1.00879943	1.10879943	1.20879943
C00024	2.040440094	2.140440094	2.240440094	2.340440094	2.440440094	2.540440094
C02055	1.876601824	1.976601824	2.076601824	2.176601824	2.276601824	2.376601824
C14690	-0.625013335	-0.525013335	-0.425013335	-0.325013335	-0.225013335	-0.125013335
C00779	0.625328922	0.725328922	0.825328922	0.925328922	1.025328922	1.125328922
C14429	0.834094555	0.934094555	1.034094555	1.134094555	1.234094555	1.334094555
C14299	0.02177638	0.12177638	0.22177638	0.32177638	0.42177638	0.52177638
C03300	-1.254739296	-1.154739296	-1.054739296	-0.954739296	-0.854739296	-0.754739296
C02119	0.633511396	0.733511396	0.833511396	0.933511396	1.033511396	1.133511396
C01407	-0.747223729	-0.647223729	-0.547223729	-0.447223729	-0.347223729	-0.247223729
C02225	1.20626732	1.30626732	1.40626732	1.50626732	1.60626732	1.70626732
C08277	0.317394174	0.417394174	0.517394174	0.617394174	0.717394174	0.817394174
C01479	1.731669354	1.831669354	1.931669354	2.031669354	2.131669354	2.231669354
C08390	0.191255359	0.291255359	0.391255359	0.491255359	0.591255359	0.691255359
C12058	-0.520948332	-0.420948332	-0.320948332	-0.220948332	-0.120948332	-0.020948332
C00474	-1.324355591	-1.224355591	-1.124355591	-1.024355591	-0.924355591	-0.824355591
C05202	-0.763665355	-0.663665355	-0.563665355	-0.463665355	-0.363665355	-0.263665355
C04280	0.072562849	0.172562849	0.272562849	0.372562849	0.472562849	0.572562849
C04213	0.717866221	0.817866221	0.917866221	1.017866221	1.117866221	1.217866221
C04372	0.15365223	0.25365223	0.35365223	0.45365223	0.55365223	0.65365223
C15568	1.468070442	1.568070442	1.668070442	1.768070442	1.868070442	1.968070442
C11434	0.203542514	0.303542514	0.403542514	0.503542514	0.603542514	0.703542514
C14358	-2.126945507	-2.026945507	-1.926945507	-1.826945507	-1.726945507	-1.626945507
C06687	-1.538014412	-1.438014412	-1.338014412	-1.238014412	-1.138014412	-1.038014412
C03772	-0.263638069	-0.163638069	-0.063638069	0.036361931	0.136361931	0.236361931
C05335	0.315970412	0.415970412	0.515970412	0.615970412	0.715970412	0.815970412
C07880	1.591163775	1.691163775	1.791163775	1.891163775	1.991163775	2.091163775
C04592	-0.731518484	-0.631518484	-0.531518484	-0.431518484	-0.331518484	-0.231518484
C08612	-0.832261327	-0.732261327	-0.632261327	-0.532261327	-0.432261327	-0.332261327
C05933	-0.770437757	-0.670437757	-0.570437757	-0.470437757	-0.370437757	-0.270437757
C10910	-1.434424006	-1.334424006	-1.234424006	-1.134424006	-1.034424006	-0.934424006
C05359	0.101810568	0.201810568	0.301810568	0.401810568	0.501810568	0.601810568
C07084	0.346978264	0.446978264	0.546978264	0.646978264	0.746978264	0.846978264
C06188	-0.682316726	-0.582316726	-0.482316726	-0.382316726	-0.282316726	-0.182316726
C05123	-0.483828999	-0.383828999	-0.283828999	-0.183828999	-0.083828999	0.016171001
C10101	0.356570221	0.456570221	0.556570221	0.656570221	0.756570221	0.856570221
C03215	0.525706841	0.625706841	0.725706841	0.825706841	0.925706841	1.025706841
C06814	-0.584142253	-0.484142253	-0.384142253	-0.284142253	-0.184142253	-0.084142253
C09164	0.333099002	0.433099002	0.533099002	0.633099002	0.733099002	0.833099002
C00647	0.470131335	0.570131335	0.670131335	0.770131335	0.870131335	0.970131335
C08576	0.732661816	0.832661816	0.932661816	1.032661816	1.132661816	1.232661816
C04076	-0.301539184	-0.201539184	-0.101539184	-0.001539184	0.098460816	0.198460816
C18049	0.718605594	0.818605594	0.918605594	1.018605594	1.118605594	1.218605594
C01313	-1.689968005	-1.589968005	-1.489968005	-1.389968005	-1.289968005	-1.189968005
C07415	0.322164343	0.422164343	0.522164343	0.622164343	0.722164343	0.822164343
C07594	0.446968463	0.546968463	0.646968463	0.746968463	0.846968463	0.946968463
C07405	0.091530285	0.191530285	0.291530285	0.391530285	0.491530285	0.591530285
C00364	-0.067583343	0.032416657	0.132416657	0.232416657	0.332416657	0.432416657
C08422	-0.285805872	-0.185805872	-0.085805872	0.014194128	0.114194128	0.214194128
C01292	-0.042260422	0.057739578	0.157739578	0.257739578	0.357739578	0.457739578
C14285	-0.076254604	0.023745396	0.123745396	0.223745396	0.323745396	0.423745396
C05143	1.375151054	1.475151054	1.575151054	1.675151054	1.775151054	1.875151054
C11436	-1.503808163	-1.403808163	-1.303808163	-1.203808163	-1.103808163	-1.003808163
C14417	-0.678791517	-0.578791517	-0.478791517	-0.378791517	-0.278791517	-0.178791517
C03189	0.773589877	0.873589877	0.973589877	1.073589877	1.173589877	1.273589877
C05442	0.69093703	0.79093703	0.89093703	0.99093703	1.09093703	1.19093703
C06976	1.411946431	1.511946431	1.611946431	1.711946431	1.811946431	1.911946431
C05267	0.118154341	0.218154341	0.318154341	0.418154341	0.518154341	0.618154341
C08129	0.309825618	0.409825618	0.509825618	0.609825618	0.709825618	0.809825618
C01268	0.965945704	1.065945704	1.165945704	1.265945704	1.365945704	1.465945704
C04598	0.716917841	0.816917841	0.916917841	1.016917841	1.116917841	1.216917841
C14437	-0.001811592	0.098188408	0.198188408	0.298188408	0.398188408	0.498188408
C00363	-0.453870216	-0.353870216	-0.253870216	-0.153870216	-0.053870216	0.046129784
C03737	1.284038065	1.384038065	1.484038065	1.584038065	1.684038065	1.784038065
C00473	0.747074373	0.847074373	0.947074373	1.047074373	1.147074373	1.247074373
C03062	0.555655332	0.655655332	0.755655332	0.855655332	0.955655332	1.055655332
C02809	1.001590819	1.101590819	1.201590819	1.301590819	1.401590819	1.501590819
C04271	1.013753053	1.113753053	1.213753053	1.313753053	1.413753053	1.513753053
C18019	0.506098974	0.606098974	0.706098974	0.806098974	0.906098974	1.006098974
C02315	0.231266215	0.331266215	0.431266215	0.531266215	0.631266215	0.731266215
C02909	-1.168359038	-1.068359038	-0.968359038	-0.868359038	-0.768359038	-0.668359038
C04169	0.98321852	1.08321852	1.18321852	1.28321852	1.38321852	1.48321852
C02518	1.280088436	1.380088436	1.480088436	1.580088436	1.680088436	1.780088436
C00353	-0.769681657	-0.669681657	-0.569681657	-0.469681657	-0.369681657	-0.269681657
C07174	1.785503818	1.885503818	1.985503818	2.085503818	2.185503818	2.285503818
C01604	0.289437658	0.389437658	0.489437658	0.589437658	0.689437658	0.789437658
C14214	-0.818200252	-0.718200252	-0.618200252	-0.518200252	-0.418200252	-0.318200252
C06408	-0.053027793	0.046972207	0.146972207	0.246972207	0.346972207	0.446972207
C06999	-0.572616978	-0.472616978	-0.372616978	-0.272616978	-0.172616978	-0.072616978
C03072	-2.165847864	-2.065847864	-1.965847864	-1.865847864	-1.765847864	-1.665847864
C08367	1.19865394	1.29865394	1.39865394	1.49865394	1.59865394	1.69865394
C05961	1.762693797	1.862693797	1.962693797	2.062693797	2.162693797	2.262693797
C03575	0.982543655	1.082543655	1.182543655	1.282543655	1.382543655	1.482543655
C00511	-0.363162548	-0.263162548	-0.163162548	-0.063162548	0.036837452	0.136837452
