GeneID	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
205564	0.117097912	0.110459762	0.050815192	0.089216699	0.018978937	0.01870011
2055	-0.129626924	-0.009052372	0.080127684	0.120091716	-0.068142765	-0.051536909
2056	-0.202080671	0.049286247	-0.078564774	-0.015165082	-0.112186212	0.096650962
2057	-0.507033687	-0.281891034	0.086987849	0.188195959	-0.079919363	0.009115415
2058	-0.033675899	0.37437571	-0.108986804	0.180655003	0.069987101	0.054141116
2059	0.500152683	-0.437968286	0.148232835	-0.165857881	0.056732064	0.227036396
2060	0.155390114	-0.421595068	-0.630894438	-0.215246499	0.013239149	0.055136304
206358	0.041609816	0.01404765	0.566634855	-0.148831084	-0.15574485	-0.001502241
2063	0.241302048	0.214712749	0.250678738	0.585009259	0.043176609	0.518384653
2064	-0.268244378	-0.20729875	0.126875998	2.755170441	0.091864754	0.222792483
2065	0.546745175	0.238034552	-0.233197437	0.135038642	-0.046223382	0.144619865
2066	0.348282683	-0.590318309	-0.715556223	-2.28248787	0.015598686	0.039287665
2067	-0.075727777	0.103411997	0.080100292	0.117331349	-0.038740387	-0.095277246
2068	-0.023239782	0.001971812	0.004755444	-0.066126062	-0.031765955	0.020163568
2069	-0.076433284	2.295336386	-1.050827208	-0.147817048	-0.296852794	0.920898737
2070	-0.399143807	-0.089059813	-0.00225269	-0.213611286	-0.072716978	-0.083094298
2071	-0.202405239	-0.254943661	-0.068879479	-0.310222913	-0.114231388	-0.014310477
2072	-0.155960408	-0.100343712	-0.074650784	0.263960471	0.02445687	-0.030265786
2073	-0.089457721	-0.190369936	0.033887309	-0.49008261	-0.099258616	-0.044676793
2074	-0.007870832	-0.014130264	-0.002791172	0.012328061	-0.006113144	-0.003859364
2077	-0.271803162	-0.027542917	0.018616822	-0.141179271	-0.131599009	0.113760821
2078	0.410170614	-1.675027746	-1.981228864	-0.906657081	-1.212514413	-0.985561893
2079	0.134767064	0.191862113	0.012097176	0.778271235	0.19493107	0.526535194
207	0.326892339	0.039412101	0.203843353	0.174697852	0.066775246	0.047502795
2081	0.037435744	-0.006414703	0.155909752	0.030903856	-0.097498317	0.025554843
208	-0.125637503	-0.028560037	0.000432559	-0.064311146	-0.097412428	-0.023590796
2091	-0.846836558	-0.80782171	-0.426508356	-1.186726538	-0.320563949	-0.488164501
2098	0.01068069	-0.252581564	-0.195315311	-0.313809452	-0.132570524	-0.105458128
2099	2.88269466	1.671503117	0.203662743	-0.249352057	0.330577652	0.162002853
20	-0.26138528	-0.006075224	-0.063502909	-0.091699435	-0.023092501	-0.033751554
2100	-0.223573384	-0.154763862	-0.134754043	-0.13020034	-0.135229477	-0.067249175
2101	-0.011654416	0.031203059	0.027663694	-0.050766042	-0.031438267	0.009401393
2104	2.628171225	-1.295821203	-0.832723686	0.118482789	0.798049241	0.953478499
2107	-0.265133884	0.05159884	-0.100076444	-0.331032343	0.123448981	0.284639024
2108	1.043200711	0.119925188	-0.062766495	-0.063548584	0.562498703	0.016846859
2109	-0.531321299	0.871037183	-0.410038891	-0.553638971	-0.664964937	0.047294686
210	-0.033582288	0.160910884	0.044365587	0.442958304	-0.06631527	-0.092354472
2110	0.089461833	-0.119351765	-0.416347149	-0.167259202	0.057264868	0.080046048
2113	-0.005724686	0.036899706	0.007498066	0.092568627	-0.044049489	-0.050241077
2114	0.142087391	-0.432382348	0.017666814	-0.254919164	-0.246837205	0.046012336
2115	-0.060265194	-2.068931572	-2.010707151	-0.728143325	-1.016376199	-1.235644684
2116	-0.113268959	0.079083173	0.147752605	-0.049414543	-0.125301018	-0.085987262
2117	-0.000137655	-1.27E-05	8.14E-05	-0.000121114	-3.01E-05	0.000103048
2118	-0.059939369	-0.213320362	-0.037824589	0.324494242	0.011653981	-0.063326256
2119	-0.824805027	-2.853482715	-1.48863978	-0.122278277	-1.036137335	-1.545964706
211	0.485127633	0.43985244	0.227325398	0.071372911	0.232573298	0.183132717
2120	-0.267079235	-0.087189639	0.077195628	-0.032951256	-0.055598137	0.066253053
2121	-0.33565445	-0.046248517	-0.098040494	-0.288184244	-0.086742451	0.147555322
2122	0.104328846	-0.135867628	0.410500238	-0.141793883	-0.194715184	0.117090009
2123	-0.05903127	-0.036480059	0.877204829	-0.031668151	0.287644432	-0.1028303
2124	0.063575037	-0.096463408	0.765956009	-0.211822528	0.544309049	-0.117538282
2125	-0.151962308	0.144595843	0.184005467	0.473810435	-0.058452958	0.078470475
2128	-0.043164321	-0.093148626	0.066681064	0.119002577	-0.044667728	0.046133022
212	-0.057525149	-0.086819368	0.047308928	0.109905796	0.016263485	0.055830251
2130	0.292391635	0.335423184	0.363922106	-0.76491354	0.139366963	-0.103343349
2131	0.19319641	0.779478207	-0.210253701	-0.080579484	-0.1796993	0.032066606
2132	0.126260091	-0.029199484	-0.063127349	0.154485324	-0.078167817	-0.150469909
2134	-0.081633959	-0.187039434	-0.100198041	-0.168028213	-0.056016934	-0.133077572
2135	0.016277001	-0.570276606	-0.699455814	-0.115244352	-0.450154872	-0.282960368
2137	-0.242680171	-0.017601539	0.044106957	0.09580348	-0.128841117	0.093350069
2138	0.461513478	-0.228393565	0.008736905	0.05175056	-0.0345522	-0.031933162
2139	-0.640341055	-0.404321223	0.241651986	-0.365400314	-0.479744491	0.298585387
213	1.232181159	-0.126115833	-0.655877019	-0.358826305	-0.584366406	-0.149131129
2140	-0.239953952	0.033527449	0.148154801	0.000477313	0.134338066	0.017316082
2145	-0.843536302	-0.469581262	-0.432567753	-1.356344936	-0.226078269	-0.318117203
2146	0.592967897	0.24605677	0.252166968	0.664456731	-0.141745231	0.245907384
2147	-0.131810624	-0.069123964	-0.140271662	-0.300218935	-0.022915525	0.133302985
2149	0.419070726	-0.63075692	-0.256085798	0.181435845	-0.089331844	0.071366548
214	0.386008237	-0.422447326	-0.813744888	-1.555667598	-0.570949656	0.28365544
2150	-0.144414549	0.523346289	-0.272586117	0.171434144	0.09714475	0.210199961
2151	-0.002802013	-0.00197566	0.002395343	0.003586002	0.000571728	-0.001288341
2152	-0.290783129	0.712629184	0.845063577	-1.089261256	-0.285395209	0.726503578
2153	-0.286388319	-0.00306589	-0.01799655	-0.033313256	0.107421664	-0.039379728
2155	2.339775753	0.028987205	-0.495994815	0.735359745	0.59098077	0.266103089
2157	0.167277454	0.053542695	-0.317733332	-0.062765908	0.150969006	-0.353559423
2158	-0.100991186	-0.055698223	0.013871726	0.016631227	0.034958906	-0.039523061
2159	-0.399178837	-0.123807486	0.062570114	-0.208053967	-0.266693351	-0.046985454
215	-0.021803783	-0.004668118	0.041621589	0.029057433	0.003851284	0.000402169
2160	-0.00812316	0.096343524	0.105631139	-0.141278759	-0.0111639	0.084591102
2161	-0.484355118	0.294810163	-0.008879683	0.07233966	-0.022174094	0.042127024
2162	0.094606172	-0.517445125	-0.319443756	-0.079335903	-0.034013015	0.058243451
2165	-0.015933453	-0.009035927	-0.012873262	0.018858867	-0.028108202	0.022828841
2166	-0.203067311	0.098794174	0.107542231	-0.216071586	0.087038525	0.118908514
2167	-1.211833377	-3.751799738	-4.29186378	-1.282404218	-0.829864222	-0.413926316
2168	-0.13392524	-0.046025104	-0.017217465	-0.116779767	-0.03529169	0.109208879
2169	-0.168476864	-0.121137574	0.017507956	-0.145389484	-0.082833004	-0.040954611
216	-0.043216711	-0.326141934	0.39062927	0.020325292	0.049538089	0.030583392
2170	-0.362410715	-0.071746275	0.127208333	0.153652261	0.05678353	-0.035695883
2172	-0.296509859	-0.00415742	0.109083594	0.499866727	-0.116159622	-0.118660395
2173	-1.738982991	-0.887589273	2.363405579	-0.202181901	-0.211764022	-0.726316077
2175	-0.098712327	-0.074584562	0.094762907	0.548321313	0.02708571	-0.066086011
2176	-0.192850114	-0.143871485	-0.083459782	0.033167319	-0.149976694	-0.048541422
2178	-0.496878458	-0.366937738	-0.213282232	-0.454787446	-0.020882278	-0.067321073
217	-0.96295631	-2.6974553	-0.240340502	-0.616822767	0.04626326	0.584468485
2180	0.155425483	1.006262606	0.078778381	0.554811377	0.369432137	0.762640763
2181	1.154322384	-0.138461493	-1.037692949	-0.066770076	0.375869481	0.599723749
2184	0.472586741	0.470604779	-0.039625312	0.696082474	0.378308875	0.026961351
2185	-0.099530955	-0.054070963	0.05593466	-0.106982273	-0.043148753	0.082760863
2186	0.571486487	-0.564253254	0.796454012	0.083040266	0.561270202	-0.125592594
2188	0.582720473	-0.088883554	-0.337058672	0.103253719	0.354784313	0.073705389
2189	-0.360303602	-0.445153778	-0.115355003	-0.132531878	-0.074275833	-0.138989686
218	0.000478348	-0.052660888	-0.110203295	-0.236855568	-0.110497493	-0.010015173
2191	0.068052952	-0.013416837	-0.025193975	0.034284857	0.074570135	0.003773967
2192	-0.712574859	-0.909149772	-0.697750215	0.133034729	-0.366589593	-0.355875793
2193	-0.286763859	0.352663473	0.29857612	0.065069995	-0.024579536	0.139710304
2194	0.024273111	0.040712978	0.036130072	-0.024328344	-0.01460136	-0.08312388
2195	-0.76664938	-0.139935457	-0.301006895	0.062672135	-0.647762702	-0.450350768
219654	-0.185032759	-1.729064796	-0.925105638	-0.884873833	-1.270523707	-0.838773217
2196	-0.067552214	-0.273539915	-0.082235934	-0.185385081	-0.053394026	-0.067855122
2197	-0.787493143	0.065618321	-0.401448221	-0.320612692	-0.402426116	-0.274149866
2199	0.065035108	-0.227706272	-0.29058153	0.147237974	-0.193378482	0.089122074
219	-0.108770061	0.079806489	0.047494894	-0.061471156	0.031292796	0.045619396
21	0.670512005	0.447973777	0.143469523	-0.323261426	0.167908712	0.03443441
220077	-0.146639969	0.097472336	-0.028676595	-0.162260438	-0.12030661	-0.042989336
2200	1.034800003	-0.635843656	-1.293118231	0.663142987	-0.25843993	-0.668242069
220134	0.000588484	0.000290325	0.000276391	-7.58E-06	-3.37E-05	-8.09E-05
2201	0.009147146	-0.054351342	-0.016727708	-0.035556057	0.698641242	0.007083007
2202	0.602116201	-1.035716062	-2.122296666	-0.219434217	0.19810957	-1.580977691
2203	0.68982418	0.037059442	-0.43107393	-0.337885612	-0.047892412	0.215235512
2204	-0.017718971	-0.01191708	-0.006056172	-0.003976594	-0.005510281	0.013668226
2205	0.51781903	-0.144000837	0.293617216	0.038861082	0.241326149	0.163815932
2206	-0.102471864	-0.015775628	0.11797592	-0.042922268	0.044495082	0.022421046
2207	0.181421052	-0.197629418	2.107196734	-0.208025184	0.629492723	0.119741673
2208	-0.31917494	-0.01190337	-0.054526207	-0.099978109	-0.265027119	-0.047809314
220988	0.572627076	-0.382885488	0.155688374	0.073895391	0.134236143	0.316009179
220	-1.670937866	-0.46299527	1.775551474	-0.312272631	-1.03346679	0.973434642
221037	-0.60526984	0.456260606	-0.538903951	-0.545790298	-0.124625952	-0.04922915
221061	-0.300690255	-1.030399169	0.226279574	0.10579703	-0.645264887	-0.15283585
221092	-0.064057029	0.01163967	-0.028480279	-0.032973126	-0.079093003	0.075439918
221154	0.41785408	0.52017227	-0.719219036	-0.086469772	0.194824288	0.056184403
221395	0.470429483	-0.643143781	-0.779389297	-0.327290641	-0.528280287	0.336943791
2213	-0.183577934	-0.125448047	1.445302622	-0.004126847	0.327282208	-0.065436215
221443	0.358443713	-0.287969455	-0.432036611	-0.121691964	0.094417089	-0.285723995
2215	-0.223065489	1.751054439	0.023989957	0.234953791	0.033574632	0.096877193
221692	-0.162484761	0.074611658	0.201119169	-0.223086022	-0.03503286	0.017049596
221749	-1.332503031	-0.220422605	0.537876555	-0.500360139	-0.423111707	0.173196235
2217	0.104823171	-0.18262198	0.420019452	-0.606415391	-0.245623036	0.133619417
221823	-0.008347611	-0.023109221	-0.006619969	-0.011268463	-0.01334053	-0.00484252
221830	-0.023294063	-0.010432701	-0.025088928	0.036862146	0.003367914	-0.006505179
2218	0.528223903	0.23147853	-0.226377643	-0.009813437	0.257539841	-0.097909662
221981	-0.034119244	-0.074230597	-0.037965321	-0.07653038	-0.062464673	0.034466489
2219	-0.004767353	-0.0011823	0.002638079	-0.002879741	-0.004004823	0.002643924
221	-0.366915011	-0.040046948	0.048763511	-0.466856008	0.148473761	-0.007119999
2220	0.012424811	0.04874572	0.051451907	-0.010866054	0.088888392	-0.14433471
222161	-0.055143966	0.486251183	-0.112858489	-0.911530165	-0.075843421	0.107052364
222255	0.006594312	0.019054733	0.024128328	0.015738293	-0.019488845	-0.016889778
2222	0.316944038	-0.127033468	0.036199956	0.309374586	-0.052310165	0.346698292
222487	-0.02358002	-0.005146775	-0.004168471	0.00148129	-0.004817855	-0.026327754
2224	0.239762174	0.032267687	0.094140606	0.690126963	-0.041354449	0.132816497
222642	-0.087244348	-0.032229958	0.238685867	0.251102707	-0.085157061	0.191106906
222658	-0.053277608	-0.01865343	0.1077513	0.030004747	0.073286004	0.028794119
222	0.929550995	1.541938577	1.418800211	-0.229763515	0.353527071	0.819098437
2230	0.394266625	0.439213762	0.132092747	0.432852587	0.060543953	0.016575264
223117	-0.000151339	-5.67E-05	-1.12E-05	4.64E-05	-0.00026524	-0.000142251
2232	-0.040070282	2.073882257	-0.156568363	-0.001877549	0.183863871	0.063544835
2235	0.240537132	0.100413881	-0.145037512	-0.310326934	0.060489162	0.138417712
2237	0.233274674	0.16170061	0.49997051	0.306105141	0.163613778	0.154743541
2239	1.647437037	-0.407898342	-0.306238796	0.935878464	-0.100234643	0.459355822
223	-0.365531308	-0.853522052	-0.356957717	0.486166848	-0.207986261	0.138894796
2241	0.016860158	-0.005545802	0.002768254	-0.049060322	0.009180594	0.002939112
2242	-0.117748372	0.004863222	0.028989364	-0.097403191	-0.06763969	0.018230787
2243	-0.039844376	-0.043910254	0.018540952	0.065011602	0.047127478	0.038769522
2244	0.770451428	-0.056610314	0.10402054	-0.027602298	0.00334048	0.023542843
2245	-0.182096797	0.16399581	0.175886442	0.254805575	0.054725326	-0.015693101
2246	-0.188554401	-0.147728915	-0.038139034	-0.032347707	0.021166465	0.025329509
2247	-0.221954681	-0.308906793	-0.483470215	-0.55146119	-0.544722841	0.355255326
2248	0.020575231	0.011202739	0.008065494	-0.18753444	0.071966064	-0.07221498
224	0.490041323	0.552601765	-0.681537622	-0.670061646	-0.144486795	-0.001766969
2250	-0.363127726	-0.074888878	0.034336134	-0.257102431	-0.00718511	0.00160722
2251	-0.0042641	-0.002131555	0.000611784	-0.000462489	0.000510679	0.00179827
2252	-0.000319549	-0.000282576	-3.97E-06	0.000378864	-0.00021479	8.90E-05
2253	-0.002422339	0.003697107	0.014500331	0.002543629	-0.003555131	0.003422177
2254	-0.362719912	-0.36298	1.040065918	-0.568154735	-0.59272825	-0.121352698
2257	-0.064875719	-0.046242464	0.031651547	0.058036027	-0.070719598	0.040255382
2258	0.313683227	-0.797703541	0.275285311	0.518613737	0.606339483	0.266376513
2259	-8.66E-05	-0.000150853	4.55E-05	-8.45E-06	-1.41E-05	3.91E-05
225	-0.165414455	-0.060584962	0.06789785	0.053557727	0.014813251	-0.046578491
2260	-0.933520749	-0.080694751	-1.306450408	-0.952582872	-0.781669097	-0.826288897
2261	1.383105722	-0.320674745	1.971271305	0.849598582	0.081897428	0.691618325
2262	-0.274641317	-0.008519725	-0.069784268	-0.029851351	-0.135774461	-0.061811594
2263	0.443548327	-0.895653385	-0.910607404	-1.031729996	-1.685677986	-1.022420383
2264	-0.269887876	0.043362249	0.143102892	0.211506738	-0.083599344	0.112857297
2266	1.381748571	-0.05922253	0.000238262	-0.051800395	-0.063400431	0.050584975
2267	-0.142964172	0.021643543	-0.010723687	-0.216612623	-0.140094077	0.004941139
2268	-0.108648053	-0.025815492	0.252845196	-0.001015354	0.076553267	-0.12502833
226	0.169022762	0.885446964	0.659902912	0.898261276	0.296160581	0.338756288
2271	0.203259375	0.19810721	0.164996919	1.056480233	-0.037578941	0.314526493
2272	0.174562952	0.200597521	0.655300905	-0.090954497	-0.802746884	-0.199491113
2273	-0.136297683	-2.135523389	-1.880068214	-0.266853893	-1.49225451	-1.473251934
2274	0.275108831	2.264970272	-0.321175303	-0.268127375	-1.162502272	0.181001812
2275	-0.376701128	-0.181256145	0.09792345	-0.014840403	-0.234291614	-0.273900392
2277	-1.352192059	-3.205083379	-3.169496445	0.443334151	-1.347136278	-1.182667213
22794	-0.063666604	-0.28534263	0.066799942	-0.73670605	0.128425679	0.128437387
22795	0.701043964	0.095350305	-0.294674874	0.107153123	0.058809312	-0.019342909
22796	-0.093269312	0.352251542	0.002187459	0.334362407	0.145188221	0.119841634
22797	-0.012883514	0.021361167	0.081911119	0.004812807	0.379470782	-0.076611218
22798	-0.002481362	0.006357344	-0.001597326	-0.002499916	0.001878066	0.001549396
22800	-0.363282398	0.073423979	-0.455151654	-0.592183817	-0.15260756	-0.068031651
22802	-0.471997848	-0.061786819	-0.240819592	-0.109386421	-0.294693701	-0.105098315
22806	-0.095458448	0.003681961	0.060637716	-0.020539577	0.048038114	-0.038128779
22807	-0.038986054	-0.002067098	-0.003527758	0.037740842	-0.009038385	0.027427381
22808	-0.395878974	-0.222571254	0.16985139	-0.095532813	-0.125938029	0.052457229
22809	-0.165209017	0.499281382	0.413263337	-0.019954459	0.240544488	-0.032617274
2280	0.894308517	0.683323577	0.640646574	-0.041283654	0.301022003	0.15579822
22818	0.531389607	0.163448835	0.100720555	-0.425502127	0.357016504	-0.163568765
2281	0.021666144	0.265005128	-0.400403615	-0.897640712	-0.299871458	-0.19126647
22820	0.457506772	0.39216604	0.167997434	0.615518567	0.033601746	-0.023526624
22821	-0.041369022	0.009983185	-0.025399896	-0.031845293	0.009781331	-0.0111541
22822	-0.147300748	0.811095871	-0.488977181	-0.453328342	-0.000902179	0.329894652
22823	0.104312593	-0.131085039	-0.188882744	0.008424844	0.061390766	-0.054268312
22824	-0.039043764	0.476332516	-0.080619049	0.090986712	-0.215572553	0.150725166
22826	-0.070581673	-0.054917704	-0.371847388	0.122617617	0.061376212	0.205610186
22827	-0.153556239	0.708339114	0.18942289	0.043252961	-0.238739602	-0.033912054
22828	0.567871417	-0.40657626	-0.505326205	-0.47302386	0.459062339	0.28504541
22829	0.001946555	-0.015679337	0.031691177	0.041408824	0.045866355	0.015947006
22832	-0.044956638	-0.175236972	-0.18753733	-0.11951243	0.194474084	-0.06147248
22834	0.108870105	-0.15915243	-0.891628984	0.121474354	-0.164228718	0.023123569
22835	0.010890814	0.018456184	-0.152811194	0.297700138	0.102740424	0.29383062
22836	1.644867601	-0.301785636	1.489291469	0.007866731	0.766066019	-0.292769946
22837	-0.679935957	-0.644661397	-0.47316078	-0.240766644	-0.481072782	-0.378733407
22838	-0.03284819	0.029383497	-0.319029109	0.109341759	0.098556703	0.33830351
22839	-0.188399357	0.188237977	0.022363593	0.065018534	-0.071465159	0.02427272
22841	0.054673748	-0.451690136	-0.616085482	-0.157683176	-0.258211992	-0.006949208
22843	-0.156778461	-0.011811542	0.058053998	0.020981391	0.06643179	-0.062856242
22844	-0.158794023	-0.157370299	0.253625115	0.092527925	-0.086110526	0.144040021
22845	0.023462958	0.417738141	-0.029529587	0.563657782	0.098374633	0.177775191
22846	-0.028725635	0.012452616	0.650786453	-0.506102453	0.245020108	0.050684123
22848	-0.487904518	-0.118386057	-0.147121629	-0.038985945	-0.087780777	0.008241906
22849	0.09892483	-0.146208099	-0.537518294	-0.562689587	0.104136795	-0.345610693
22850	0.315953255	0.220078941	-0.594867056	-0.602022285	0.326917498	0.062247376
22852	-0.077769681	-0.079580324	-0.059976491	0.058824865	0.011970127	0.008344089
22853	-0.00685374	0.003553595	0.013673224	-0.024965092	-0.008750957	-0.009936048
22856	1.317786189	0.043358977	0.16456233	-0.475796901	0.547110097	0.320729356
22858	0.619209528	-0.081073443	-0.14295974	-0.1740661	-0.061294443	0.072305848
22859	0.117264246	0.739176198	-0.17872594	-0.236464759	0.142491381	0.155439751
22861	-0.032794208	-0.040267494	0.054466567	-0.019092882	-0.028554093	-0.009673102
22862	0.695714699	0.191089649	-0.250654253	-0.324717751	0.27663379	0.051800844
22863	0.330825223	-0.276583218	-0.196633696	-0.080826838	0.084449655	0.13066749
22864	-0.000199374	0.000304228	2.40E-05	0.000269664	6.24E-05	-0.000246627
22865	-0.118949498	0.019961425	-0.052915123	0.033029161	-0.019798444	0.088709601
22868	0.32797102	-0.036658799	-0.134836699	-0.011095156	0.352547686	0.228879847
22869	-0.085207332	-0.040949402	-0.0051376	-0.120933978	0.015589238	0.00719388
2286	0.392507552	0.338100525	0.054568102	-0.429808807	-0.021049197	0.19794307
22870	-0.093934809	0.014150339	-0.027833746	-0.184279071	-0.063043522	0.063393919
22871	-0.216715755	-0.072463187	0.053716386	-0.013222145	0.040078213	0.024497511
22872	0.87916354	0.491969804	-0.109898604	0.452193226	0.199059013	-0.020218987
22873	-0.185179663	-0.659336197	-0.182624023	-0.176329992	-0.372287938	-0.397897138
22874	-0.111141001	0.113697284	-0.061130624	1.226181143	0.034497414	-0.03065772
22875	1.397077751	0.384411296	-0.161905833	0.28548789	0.486434416	0.26402931
22876	0.300646899	-0.62982689	-0.488624777	-0.286218237	-0.493832141	0.001190401
22877	-0.046093219	0.018932664	0.111202988	-0.36612658	-0.099166218	0.167285927
22878	0.716358154	-0.184132631	-0.632164792	-0.194827566	0.025831537	0.327305011
22879	-0.375335417	0.074859206	0.119957976	0.397597996	-0.03923166	-0.113510711
2287	1.16166719	0.310166221	-0.018545039	0.049533332	0.379841446	0.305199658
22880	-0.646544851	0.145741487	-0.486301935	0.500754223	-0.060624679	-0.131841237
22881	-0.188350479	-0.362569751	-0.195171006	-0.108973774	-0.981902494	-0.118172993
22882	0.35936729	0.657968006	0.028114319	-0.542936478	0.256316334	-0.179491831
22883	-0.631003507	0.040791522	-0.307214265	0.143531636	-0.290717594	-0.313967494
22884	0.331526484	-0.035809276	-0.279487107	-0.457202462	-0.054759678	-0.085618095
22885	0.158948089	-1.128239261	0.498886301	-0.222845873	0.304198618	0.140824559
22887	0.785996042	-0.452015262	-0.530211737	-0.524357075	-0.050356229	0.011698701
22888	-0.301866548	-0.087244858	-0.105429547	-0.025769276	-0.0806933	0.030068234
22889	0.12672865	-0.69050295	-0.267099018	0.631981424	0.007974548	-0.162088016
2288	0.753288563	0.407000855	0.788913031	0.381041	0.157472403	0.192535054
22890	0.041520846	0.019938285	-0.049663762	-0.029487079	0.079757284	0.009825501
22891	-0.121573092	0.225535764	0.786626338	0.02692492	-0.228756673	0.259620976
22893	0.078009881	-0.012767798	0.061199778	-0.230376529	0.139314503	-0.048706043
22894	-0.141256818	-0.173919299	-0.059401478	0.176301243	-0.098004624	-0.119026441
22897	-0.507874127	0.068604167	-0.18757864	-1.012779412	-0.128405326	-0.097246472
22898	0.0626406	0.037330193	0.395048096	-0.419918502	0.005117898	0.02960839
22899	-0.093460216	-0.085949686	-0.098508155	-0.512530822	0.003833162	-0.079583165
2289	-0.090648098	0.188720052	-0.130172781	-0.0458692	-0.055823395	-0.109852589
22900	0.146716069	-0.052142772	0.042130091	-0.150212742	-0.008759713	-0.197698569
22902	-0.013416192	-0.856818622	-0.500338777	-0.31629173	-0.448552883	0.033959565
22903	0.289237576	-0.403533121	-0.762157828	-0.023322368	-0.275452433	0.121429687
22904	-0.116814112	0.075812923	0.092462849	-0.090549436	-0.032532478	-0.039201042
22905	-0.037264002	0.076248574	-0.078283693	-0.550991041	-0.032236978	-0.068188503
22906	0.494642949	-0.392330147	-0.408346801	-0.300460346	-0.253538912	-0.023641653
22907	-0.162438722	0.406628327	-0.090760669	-0.640109396	0.069198242	0.253686005
22908	0.591888764	-0.118066096	-0.231622006	-0.496535635	0.065094831	0.039130977
22909	-0.34449435	-0.385485276	-0.384976817	-0.103351982	0.051186097	0.004700976
2290	-0.154729707	-0.033955015	0.102180789	0.01025385	-0.021114507	-0.041010635
22911	0.026648737	0.376279055	-0.311038963	-0.160142305	0.085033758	0.363775394
22913	0.063395541	0.294398261	0.136948485	0.689009844	0.097680329	-0.038767516
22914	-1.014377066	-0.88544465	0.597943526	-0.42291746	0.047384995	-0.287558173
22915	-0.026043701	0.013442674	-0.004609415	0.031718467	0.0408933	-0.00721284
22916	0.877051883	0.803039347	-0.163026421	0.144465065	0.200744131	0.121914228
22918	0.993518858	-0.54169474	-0.039180712	-0.150425166	-0.149742441	0.284179078
22919	0.682343589	-0.027650719	0.449292075	0.220999948	0.417336711	0.128915238
22920	0.079432647	-0.263461995	-0.194470493	-0.28345497	0.03212689	0.108691129
22921	0.664779671	0.514250354	-0.06194185	0.664589096	0.285598254	0.017709864
22924	-0.197471178	-0.062132018	-0.042822053	-0.174350431	-0.07319444	0.082215292
22925	-0.001111203	-0.011943165	-0.067821881	0.020954827	-0.004398633	0.039133449
22926	0.023127632	0.136278259	0.107722762	1.203272436	0.068389655	0.278602164
22927	-0.425177766	-0.184016112	-0.036729714	-0.066350121	-0.077767961	0.079152883
22928	0.615219707	-0.266927583	0.025302574	1.316794106	0.761933822	0.256994957
22929	-0.021324647	0.372842384	0.07173729	0.813853953	-0.026760748	0.04295807
22930	0.159727408	-0.528628283	-0.223380303	0.001222679	0.017926923	-0.365614373
22933	-0.477354778	-0.118117711	0.061870157	0.115043724	-0.347101071	0.031012889
22934	0.590982584	0.122225432	-0.088621332	0.758653907	-0.039480752	0.21520647
22936	0.023709333	-0.030881762	-0.045512825	0.035491121	-0.105893047	0.039313807
22937	-0.527165948	0.199972007	0.068900077	-0.697973295	-0.302520753	0.056618653
22938	0.454873729	0.260828558	-0.157043115	-0.224360318	0.274397122	-0.060099816
22941	-0.58725746	-0.341688535	-0.095605126	-0.683744967	-0.1635637	-0.276586188
22943	0.447274367	-0.584058878	1.476657205	1.40839702	-0.32666096	0.766076902
22944	0.247047208	0.092522531	-0.257244842	-0.000502987	0.232783195	-0.043163866
22948	0.790634232	0.437818457	0.012873563	-4.04E-05	0.552052342	0.338187046
2294	0.013707824	-0.043661315	0.007234502	0.063365004	0.011233822	-0.013460654
22953	-0.486442895	-0.017282845	0.200658692	-0.11721944	0.188436642	-0.364689403
22954	0.017219937	0.003897296	-0.005547381	-0.085758793	0.327178117	0.27123846
22955	-0.845234995	0.395501867	-0.322888726	0.323126475	-0.290070282	0.240910512
2295	-0.052830714	-0.2290425	-0.191376517	0.121918434	0.018678825	0.011526293
2296	-0.214441371	-1.655595463	-0.713889705	-2.068725082	-1.016114877	0.047561725
22974	0.036846592	0.030509064	0.466686184	0.352912054	0.100582206	0.079025655
22976	0.742878223	0.056356969	0.064010771	-0.268579189	0.318635505	0.374572663
22977	-1.523727034	2.160089137	0.786508426	-0.176112406	-0.999758154	-0.350489682
22978	-0.266609224	-0.129303644	-0.006234524	0.216649816	-0.221299231	-0.1472135
2297	-0.12043292	0.05767959	0.220879123	0.06732365	-0.101830321	0.151949571
22980	-0.986709548	-0.261568787	-0.082152542	-0.026284459	-0.701616306	-0.239410811
22981	-0.238356973	-0.310914706	-0.370527769	-0.120722741	0.171180971	0.181036886
22982	-0.066868617	-0.360398782	-0.450034847	-0.310933182	-0.51967091	0.261017205
22983	-0.108745002	0.023449289	0.017661105	-0.063246493	-0.030307834	0.145140728
22984	-0.57167475	0.308654812	0.010895953	-0.148448751	-0.063335504	-0.047767829
22985	-0.085188215	0.05460375	-0.008396056	-0.347569117	0.005500013	-0.060282885
22986	-0.034655684	-0.023517358	0.005623043	0.047623095	-0.009412196	-0.060761123
22989	-0.046095446	-0.017043418	-0.012233902	0.028813757	0.015623622	-0.041205658
22990	-0.267298276	-0.071448994	-0.01699762	-0.258557614	-0.116951918	0.080620753
22992	-0.383251407	0.184346385	-0.210312032	-0.108147425	-0.182585116	0.185272131
22993	-0.40064488	-0.175308843	-0.013252523	-0.00425785	-0.285285812	-0.017596468
22994	-0.906493679	-0.669945554	-0.341603136	0.058478226	-0.165055652	-0.305968594
