	name	baseMean	log2FoldChange	padj
ENSG00000078295	ADCY2	0.163876334	0.570544488	NA
ENSG00000078304	PPP2R5C	6991.995246	-0.388721124	0.190385871
ENSG00000078319	PMS2P1	365.5714315	0.121149754	0.812484938
ENSG00000078369	GNB1	7763.178315	0.589844799	0.229027549
ENSG00000078399	HOXA9	0.789425647	-0.064359798	0.978487418
ENSG00000078401	EDN1	16.87060264	-5.015639097	3.99E-09
ENSG00000078403	MLLT10	803.6685347	-0.465431081	0.133727129
ENSG00000078487	ZCWPW1	100.2825337	-1.935332239	1.54E-07
ENSG00000078549	ADCYAP1R1	0.070734335	-1.193116354	NA
ENSG00000078579	FGF20	0.396176525	-2.806016215	NA
ENSG00000078589	P2RY10	1543.516543	-1.433315089	9.56E-08
ENSG00000078596	ITM2A	2094.392143	1.410102287	0.000574482
ENSG00000078618	NRD1	5498.739231	1.768856488	4.93E-09
ENSG00000078668	VDAC3	3496.293889	3.573063877	5.39E-22
ENSG00000078674	PCM1	3403.035166	-1.102078975	0.002444723
ENSG00000078687	TNRC6C	326.882176	-1.292874777	0.015866719
ENSG00000078699	CBFA2T2	680.7877875	-0.783008701	0.013208447
ENSG00000078747	ITCH	4219.179074	-1.016506056	0.001884172
ENSG00000078795	PKD2L2	13.01730256	-3.74572785	1.76E-07
ENSG00000078804	TP53INP2	698.3338565	-4.071518777	8.33E-26
ENSG00000078808	SDF4	3366.684709	0.661379778	0.044746846
ENSG00000078814	MYH7B	16.66809164	-1.450471709	0.04774677
ENSG00000078900	TP73	847.4590954	4.068344841	9.80E-24
ENSG00000078902	TOLLIP	890.4841603	0.926793629	0.023013404
ENSG00000078967	UBE2D4	262.8643626	-0.948703325	0.000837214
ENSG00000079101	CLUL1	2.252737891	3.502314232	0.015339731
ENSG00000079102	RUNX1T1	0.246577185	0	NA
ENSG00000079112	CDH17	19.07620602	6.820667343	4.54E-07
ENSG00000079134	THOC1	1059.145763	-1.189184703	8.77E-05
ENSG00000079150	FKBP7	81.77157043	3.520019743	3.20E-14
ENSG00000079156	OSBPL6	25.60451314	3.661399509	3.45E-10
ENSG00000079215	SLC1A3	1.702870715	2.643096609	0.115176825
ENSG00000079246	XRCC5	12905.66311	1.410291975	0.000326671
ENSG00000079257	LXN	153.2271217	3.23868614	2.86E-13
ENSG00000079263	SP140	3636.216362	-0.277139774	0.346866721
ENSG00000079277	MKNK1	686.3315347	0.069491419	0.821057034
ENSG00000079308	TNS1	2.459837607	-1.059514626	0.485308746
ENSG00000079313	REXO1	1458.436865	-1.79471946	2.68E-08
ENSG00000079332	SAR1A	4385.91487	-1.247314412	1.34E-05
ENSG00000079335	CDC14A	255.4717946	-3.312458689	1.17E-10
ENSG00000079337	RAPGEF3	185.0332445	-3.58461764	NA
ENSG00000079385	CEACAM1	25.00958205	-1.050859518	0.223531183
ENSG00000079387	SENP1	1096.736391	0.164356302	0.664298723
ENSG00000079432	CIC	3790.287301	-1.317657743	0.000109629
ENSG00000079435	LIPE	177.8760637	0.893638376	0.061306249
ENSG00000079459	FDFT1	4541.862582	1.237773554	0.000237251
ENSG00000079462	PAFAH1B3	240.1961322	2.515318007	4.71E-17
ENSG00000079482	OPHN1	0.771583452	-3.41093273	0.057448038
ENSG00000079616	KIF22	1819.239607	1.300313581	0.000421032
ENSG00000079689	SCGN	0.045428851	0.697072531	NA
ENSG00000079691	LRRC16A	179.1284948	-0.482591634	0.722511602
ENSG00000079739	PGM1	846.0456042	2.283895423	9.04E-12
ENSG00000079785	DDX1	3023.326975	1.014782172	0.001306046
ENSG00000079805	DNM2	7003.938076	0.468156857	0.062048718
ENSG00000079819	EPB41L2	559.7255471	1.421024281	0.00182864
ENSG00000079841	RIMS1	0.623873641	0	1
ENSG00000079931	MOXD1	125.7352967	1.095960065	0.027898762
ENSG00000079950	STX7	2089.223747	0.40040595	0.306605166
ENSG00000079974	RABL2B	308.4134453	-0.592851123	0.13127934
ENSG00000079999	KEAP1	1254.786866	3.377972373	4.98E-11
ENSG00000080007	DDX43	52.62580885	-1.199014142	0.006630288
ENSG00000080031	PTPRH	0.420624974	-1.033151046	NA
ENSG00000080166	DCT	2.735259804	-0.678923323	0.668155251
ENSG00000080189	SLC35C2	1504.043084	1.34920784	1.81E-09
ENSG00000080200	CRYBG3	225.7756947	0.876420086	0.178465274
ENSG00000080298	RFX3	556.5229271	-1.939210529	1.66E-06
ENSG00000080345	RIF1	2305.383769	-0.074914121	0.82661422
ENSG00000080371	RAB21	3129.522844	-1.892384098	2.57E-06
ENSG00000080493	SLC4A4	0.743063827	-1.900491032	0.306511659
ENSG00000080503	SMARCA2	2414.963788	0.175677756	0.672444302
ENSG00000080546	SESN1	664.6446638	-2.287565902	9.45E-21
ENSG00000080561	MID2	65.11037797	-2.288566548	7.38E-06
ENSG00000080572	PIH1D3	0.44936182	0.589562767	0.782187507
ENSG00000080573	COL5A3	0.070734335	-1.193116354	NA
ENSG00000080603	SRCAP	5934.96035	-1.010423814	0.001972955
ENSG00000080608	KIAA0020	832.8350352	1.608196475	1.48E-09
ENSG00000080618	CPB2	2.555047766	0.640638121	0.718007209
ENSG00000080644	CHRNA3	2.580544021	-0.014314329	0.996883236
ENSG00000080709	KCNN2	0.096550667	1.141875263	NA
ENSG00000080802	CNOT4	861.2351646	-1.595652904	1.34E-07
ENSG00000080815	PSEN1	1873.815351	-0.22314303	0.619535808
ENSG00000080819	CPOX	1003.978408	4.871058984	9.26E-48
ENSG00000080822	CLDND1	4448.882111	1.601824125	3.44E-05
ENSG00000080823	MOK	19.61520208	0.633827308	0.433799904
ENSG00000080824	HSP90AA1	23538.97384	1.440277324	0.000274171
ENSG00000080839	RBL1	858.877285	2.692456636	1.65E-15
ENSG00000080845	DLGAP4	656.2508822	-1.238041105	4.73E-05
ENSG00000080854	IGSF9B	3.534447577	1.851985436	0.145366838
ENSG00000080947	CROCCP3	44.07492099	-2.78962116	6.86E-08
ENSG00000080986	NDC80	800.9164705	4.368819689	4.94E-37
ENSG00000081014	AP4E1	1024.536011	0.044209371	0.923984714
ENSG00000081019	RSBN1	1395.209607	-1.840267305	1.77E-08
ENSG00000081026	MAGI3	219.5680762	4.16391535	3.01E-13
ENSG00000081041	CXCL2	1.905908541	-4.933868604	0.003442425
ENSG00000081052	COL4A4	1642.682225	-0.621062075	0.017567007
ENSG00000081059	TCF7	758.9693368	-8.770569405	3.16E-45
ENSG00000081087	OSTM1	1387.428748	1.517385973	7.66E-05
ENSG00000081148	IMPG2	27.5879401	-2.293250067	0.000957959
ENSG00000081154	PCNP	5161.809018	-0.688431176	0.00577805
ENSG00000081177	EXD2	353.4355163	2.433970053	1.10E-09
ENSG00000081181	ARG2	43.56879468	1.510531691	0.002315482
ENSG00000081189	MEF2C	5237.756747	0.643138923	0.125904463
ENSG00000081237	PTPRC	13706.16794	-0.445718822	0.374578941
ENSG00000081248	CACNA1S	2.554249229	4.707459935	NA
ENSG00000081307	UBA5	2278.036357	0.853398815	0.00091805
ENSG00000081320	STK17B	17580.93269	-1.504051081	2.71E-06
ENSG00000081377	CDC14B	232.3211998	2.027524626	1.62E-06
ENSG00000081386	ZNF510	522.922743	-1.107090362	8.01E-06
ENSG00000081479	LRP2	3.630274851	3.83210496	0.006522296
ENSG00000081665	ZNF506	469.8014525	-0.94145511	0.002640638
ENSG00000081692	JMJD4	147.7887943	1.181605019	0.009434647
ENSG00000081721	DUSP12	607.1738053	-0.219819308	0.515508934
ENSG00000081760	AACS	998.2002125	1.839492636	3.14E-12
ENSG00000081791	KIAA0141	1360.797211	-0.046923158	0.896971348
ENSG00000081800	SLC13A1	0.096550667	1.141875263	NA
ENSG00000081803	CADPS2	61.23716934	3.727944746	0.00041831
ENSG00000081818	PCDHB4	0.120699073	-1.388521157	NA
ENSG00000081853	PCDHGA2	1.136666891	-0.846228651	0.653780294
ENSG00000081870	HSPB11	1190.534958	2.213353548	6.47E-06
ENSG00000081913	PHLPP1	285.0954403	-0.80184972	0.187851856
ENSG00000081923	ATP8B1	13.07609833	-0.269605217	0.788341063
ENSG00000081985	IL12RB2	7.621661835	-0.580609574	0.462027792
ENSG00000082014	SMARCD3	26.63687558	0.10834673	0.905728474
ENSG00000082068	WDR70	566.3615393	0.47411554	0.039348013
ENSG00000082074	FYB	9.629088673	-7.072706946	8.35E-07
ENSG00000082126	MPP4	0.661729904	-0.115396248	0.962579215
ENSG00000082146	STRADB	503.8500249	2.039936749	6.30E-12
ENSG00000082153	BZW1	9273.630888	0.106235914	0.763207528
ENSG00000082175	PGR	0.049753933	0.732611329	NA
ENSG00000082196	C1QTNF3	42.49425539	-2.923820975	8.99E-09
ENSG00000082212	ME2	2569.298154	2.920251587	2.64E-22
ENSG00000082213	C5orf22	902.1253943	0.601794904	0.121817378
ENSG00000082258	CCNT2	2327.857541	-1.873473316	1.12E-07
ENSG00000082269	FAM135A	410.6084167	-0.408921403	0.13698224
ENSG00000082293	COL19A1	286.6913499	-3.167616893	1.98E-14
ENSG00000082397	EPB41L3	1.677313171	-2.233380047	0.137836665
ENSG00000082438	COBLL1	5509.806234	-0.958933196	0.008944427
ENSG00000082458	DLG3	240.5705686	2.601986565	1.21E-11
ENSG00000082497	SERTAD4	0.402990184	-0.920434597	NA
ENSG00000082512	TRAF5	1300.847452	-3.076923252	1.19E-22
ENSG00000082515	MRPL22	993.3842809	0.796902239	0.032704273
ENSG00000082516	GEMIN5	682.9313996	1.873179918	6.24E-08
ENSG00000082641	NFE2L1	5193.03716	0.68180896	0.154216828
ENSG00000082701	GSK3B	1578.259256	-0.367799792	0.391137491
ENSG00000082781	ITGB5	44.38963018	-1.275784337	0.146526543
ENSG00000082805	ERC1	1980.225541	-0.892850893	0.073628961
ENSG00000082898	XPO1	5795.379726	1.238394384	2.76E-05
ENSG00000082996	RNF13	1257.904556	1.578580925	5.71E-06
ENSG00000083067	TRPM3	0.045428851	0.697072531	NA
ENSG00000083093	PALB2	445.8903903	1.199360926	0.002494812
ENSG00000083097	DOPEY1	1191.654515	-1.924794535	3.55E-20
ENSG00000083099	LYRM2	848.9215945	0.467097548	0.082345104
ENSG00000083123	BCKDHB	286.355059	2.650384901	1.36E-14
ENSG00000083168	KAT6A	4666.971632	-2.613152242	7.78E-13
ENSG00000083223	ZCCHC6	3523.989544	-0.971874636	0.0030543
ENSG00000083290	ULK2	102.2330556	0.974963701	0.012336528
ENSG00000083307	GRHL2	0.149261798	1.412934033	NA
ENSG00000083312	TNPO1	5125.528298	-0.176317288	0.645292802
ENSG00000083444	PLOD1	1152.54476	4.672920411	2.40E-34
ENSG00000083454	P2RX5	756.0344225	-1.60288154	7.80E-05
ENSG00000083457	ITGAE	838.6754825	-0.057013907	0.951447235
ENSG00000083520	DIS3	2517.776603	-0.868377662	0.003171955
ENSG00000083535	PIBF1	229.4009921	0.522351594	0.100582467
ENSG00000083544	TDRD3	367.7742412	0.238500787	0.555542179
ENSG00000083635	NUFIP1	224.9384672	0.743484077	0.085049393
ENSG00000083642	PDS5B	2114.930869	-0.21602137	0.64310495
ENSG00000083720	OXCT1	1736.606066	2.247654457	6.51E-10
ENSG00000083750	RRAGB	226.3487393	-1.047686015	0.015882059
ENSG00000083799	CYLD	8752.015571	-2.95569527	4.61E-27
ENSG00000083807	SLC27A5	143.1631609	1.761444464	8.20E-05
ENSG00000083812	ZNF324	307.5411801	-0.52526525	0.202653351
ENSG00000083814	ZNF671	458.1474962	-0.182049076	0.552785981
ENSG00000083817	ZNF416	209.451581	-1.153002692	0.002270517
ENSG00000083828	ZNF586	797.7222313	-1.192100509	0.000177996
ENSG00000083838	ZNF446	137.6611775	-1.472585468	0.000222417
ENSG00000083844	ZNF264	448.6258632	-1.10722156	7.04E-05
ENSG00000083845	RPS5	32745.4432	-0.949104461	0.056394498
ENSG00000083857	FAT1	18.38374724	-5.994519222	3.43E-09
ENSG00000083896	YTHDC1	4123.706872	-2.158777157	1.47E-17
ENSG00000083937	CHMP2B	1436.134836	-0.690533205	0.006987253
ENSG00000084070	SMAP2	8166.604539	-1.349688044	0.000191883
ENSG00000084072	PPIE	1088.606126	1.674258793	3.66E-10
ENSG00000084073	ZMPSTE24	2093.914078	1.536648799	6.39E-05
ENSG00000084090	STARD7	7779.781856	0.204346751	0.660226088
ENSG00000084092	NOA1	810.7643799	0.952734289	0.004197513
ENSG00000084093	REST	1773.1988	-0.566877102	0.11158041
ENSG00000084110	HAL	35.39107123	-3.815804712	3.36E-07
ENSG00000084112	SSH1	1700.800943	-0.912764772	0.018993736
ENSG00000084207	GSTP1	6485.682206	2.441180099	2.48E-11
ENSG00000084234	APLP2	1409.950207	-1.176444186	0.021113697
ENSG00000084444	KIAA1467	269.6064986	3.323467434	6.11E-12
ENSG00000084453	SLCO1A2	0.156436025	0	NA
ENSG00000084463	WBP11	5246.356343	-1.169929735	0.003423727
ENSG00000084623	EIF3I	5263.463231	1.576004243	3.55E-05
ENSG00000084628	NKAIN1	0.476083228	-2.409397562	0.191774938
ENSG00000084636	COL16A1	0.380567428	-0.503261427	NA
ENSG00000084652	TXLNA	3647.919858	2.337160793	3.67E-16
ENSG00000084674	APOB	0.118447482	0	NA
ENSG00000084676	NCOA1	1556.169375	-1.420599098	0.001692368
ENSG00000084693	AGBL5	369.9321681	0.141220242	0.649686886
ENSG00000084710	EFR3B	10.09120579	2.337216634	0.002399368
ENSG00000084731	KIF3C	41.61315988	2.435289958	6.69E-05
ENSG00000084733	RAB10	2551.856629	2.186962521	7.27E-11
ENSG00000084734	GCKR	0.141468671	-1.584240975	NA
ENSG00000084754	HADHA	4701.661683	0.947631954	0.011709149
ENSG00000084764	MAPRE3	70.25384053	-0.452315085	0.347202509
ENSG00000084774	CAD	2377.512297	2.866016184	2.28E-20
ENSG00000085063	CD59	6946.101875	2.853455915	1.53E-15
ENSG00000085117	CD82	1101.979542	-2.314946118	3.00E-05
ENSG00000085185	BCORL1	188.0138828	1.279086469	0.00136193
ENSG00000085224	ATRX	3210.295563	-1.598848671	1.79E-09
ENSG00000085231	TAF9	2569.057939	1.246099086	0.000350403
ENSG00000085265	FCN1	14.02385565	-8.300334344	1.01E-09
ENSG00000085274	MYNN	782.9719271	-1.526870361	1.80E-07
ENSG00000085276	MECOM	1.084717075	1.347027917	0.481787175
ENSG00000085365	SCAMP1	1113.367299	0.246789008	0.531449257
ENSG00000085377	PREP	991.7581252	2.409235208	1.37E-16
ENSG00000085382	HACE1	160.6612956	0.423637947	0.230452451
ENSG00000085415	SEH1L	1307.075168	0.668861988	0.030852622
ENSG00000085433	WDR47	307.6789297	0.017859528	0.976002323
ENSG00000085449	WDFY1	4673.234606	-2.151952776	9.46E-19
ENSG00000085465	OVGP1	330.577542	-4.679544656	9.13E-29
ENSG00000085491	SLC25A24	534.7722725	0.384818064	0.433856734
ENSG00000085511	MAP3K4	748.8119901	0.137546631	0.715467234
ENSG00000085514	PILRA	48.69099803	-3.599842844	1.60E-13
ENSG00000085552	IGSF9	6.661091218	0.050185304	0.96851627
ENSG00000085563	ABCB1	65.81177775	-2.422017073	4.65E-07
ENSG00000085644	ZNF213	215.7278655	2.518351134	2.79E-08
ENSG00000085662	AKR1B1	2105.016944	2.354153193	1.33E-20
ENSG00000085719	CPNE3	3118.844067	1.489674997	3.11E-05
ENSG00000085721	RRN3	1965.156984	-1.324548211	1.05E-05
ENSG00000085733	CTTN	19.05401144	-2.250950625	0.012523618
ENSG00000085741	WNT11	13.98838982	1.341175761	0.192343962
ENSG00000085760	MTIF2	1085.495716	2.040298575	7.10E-08
ENSG00000085788	DDHD2	1292.871274	-0.76907875	0.000386581
ENSG00000085831	TTC39A	5.544228492	-2.258719425	0.007073496
ENSG00000085832	EPS15	3987.853293	-0.312860462	0.276213494
ENSG00000085840	ORC1	837.8610913	3.590562787	2.73E-17
ENSG00000085871	MGST2	94.41375229	5.707008118	2.93E-14
ENSG00000085872	CHERP	1024.536977	-0.311403312	0.480298578
ENSG00000085978	ATG16L1	1013.028366	-1.967045533	9.31E-15
ENSG00000085982	USP40	675.418441	0.731335777	0.066983108
ENSG00000085998	POMGNT1	718.1816812	1.058600085	0.001364479
ENSG00000085999	RAD54L	405.0706164	3.847550765	4.54E-19
ENSG00000086015	MAST2	542.8032541	1.392287127	3.36E-05
ENSG00000086061	DNAJA1	4397.139062	0.258652746	0.622104306
ENSG00000086062	B4GALT1	5149.031776	-2.033750214	3.67E-05
ENSG00000086065	CHMP5	1956.086168	1.999591676	5.96E-08
ENSG00000086102	NFX1	3695.115764	-0.347909124	0.273820091
ENSG00000086159	AQP6	0.368835017	1.649575463	NA
ENSG00000086189	DIMT1	1137.372671	0.796380378	0.009479387
ENSG00000086200	IPO11	634.0694163	1.796922783	4.52E-06
ENSG00000086232	EIF2AK1	3666.66371	0.3359089	0.421345902
ENSG00000086288	NME8	11.50657226	2.464304073	0.013854072
ENSG00000086289	EPDR1	22.39951643	7.208175001	8.88E-10
ENSG00000086300	SNX10	543.8360191	0.62468243	0.116815214
ENSG00000086475	SEPHS1	1852.732749	2.211172491	2.16E-10
ENSG00000086504	MRPL28	1183.293482	1.923220616	4.88E-08
ENSG00000086506	HBQ1	0.514252076	-1.625930536	0.403241034
ENSG00000086544	ITPKC	282.7690187	-1.199147639	0.012811501
ENSG00000086548	CEACAM6	0.084044043	-1.256874438	NA
ENSG00000086570	FAT2	7.103834099	-0.856815516	0.412834778
ENSG00000086589	RBM22	1885.753606	-0.69390784	0.025944517
ENSG00000086598	TMED2	18501.05516	0.785061676	0.068730809
ENSG00000086619	ERO1LB	812.0077921	-2.117136659	2.30E-10
ENSG00000086666	ZFAND6	4036.790976	0.633393354	0.041187836
ENSG00000086696	HSD17B2	0.554820309	-1.286832427	0.517796919
ENSG00000086712	TXLNG	1090.703091	-1.266584813	0.004197513
ENSG00000086717	PPEF1	2.829852697	-2.297751634	0.122344212
ENSG00000086730	LAT2	1779.046736	2.631669641	9.78E-10
ENSG00000086758	HUWE1	10802.48635	0.279145074	0.519115596
ENSG00000086827	ZW10	712.3622953	3.128222122	1.73E-15
ENSG00000086848	ALG9	298.1531452	-0.810982068	0.008623362
ENSG00000086967	MYBPC2	142.5205475	-4.62500238	4.50E-15
ENSG00000087008	ACOX3	358.4140985	1.769737097	1.86E-05
ENSG00000087053	MTMR2	787.0146015	0.590782744	0.01598208
ENSG00000087074	PPP1R15A	6621.491187	-3.234693132	1.18E-11
ENSG00000087076	HSD17B14	23.47249479	-1.864483713	0.047490528
ENSG00000087077	TRIP6	310.4220327	2.809974376	3.47E-13
ENSG00000087085	ACHE	1.025732644	-0.593386695	0.765467167
ENSG00000087086	FTL	122109.1601	1.654871905	1.40E-06
ENSG00000087087	SRRT	3461.184631	0.022627078	0.95614951
ENSG00000087088	BAX	1659.844	0.516779703	0.129762156
ENSG00000087095	NLK	753.2950815	1.864030236	4.52E-12
ENSG00000087111	PIGS	1281.796887	-0.041291088	0.926263368
ENSG00000087116	ADAMTS2	0.212203006	-1.809165913	NA
ENSG00000087128	TMPRSS11E	0.783039477	-0.725476577	0.709371116
ENSG00000087152	ATXN7L3	3109.037758	-1.403004278	7.09E-05
ENSG00000087157	PGS1	667.9823183	-1.61117076	4.67E-06
ENSG00000087191	PSMC5	1945.245195	1.190425039	0.000306906
ENSG00000087206	UIMC1	1325.260528	-1.345096756	9.56E-08
ENSG00000087237	CETP	12.39186628	-1.697586032	0.019155765
ENSG00000087245	MMP2	0.120699073	-1.388521157	NA
ENSG00000087250	MT3	0.326652123	1.915871866	NA
ENSG00000087253	LPCAT2	2.398984794	1.718833496	0.167943484
ENSG00000087258	GNAO1	29.38109822	-2.914340183	0.004233256
ENSG00000087263	OGFOD1	1012.56398	1.932724841	2.31E-08
ENSG00000087266	SH3BP2	1253.247108	0.339252998	0.576986541
ENSG00000087269	NOP14	1191.935321	1.176564588	0.001262695
ENSG00000087274	ADD1	6754.694291	-0.413974213	0.344088017
ENSG00000087299	L2HGDH	168.315784	3.211037081	1.30E-21
ENSG00000087301	TXNDC16	415.2044278	1.684723888	1.50E-06
ENSG00000087302	C14orf166	3478.370621	0.691648719	0.017346314
ENSG00000087303	NID2	120.2393678	-2.842341021	1.44E-08
ENSG00000087338	GMCL1	933.9614436	0.288680774	0.562010873
ENSG00000087365	SF3B2	7172.935398	0.216155554	0.637575721
ENSG00000087448	KLHL42	302.1701663	0.988126347	6.68E-05
ENSG00000087460	GNAS	28639.4957	-0.820071833	0.048986551
ENSG00000087470	DNM1L	2201.402678	0.081613503	0.795710686
ENSG00000087494	PTHLH	0.812443006	1.53482589	0.427331396
ENSG00000087495	PHACTR3	0.565307306	1.159422694	0.562010873
ENSG00000087502	ERGIC2	2334.178313	2.1524186	2.57E-13
ENSG00000087510	TFAP2C	0.529535985	0.34540503	0.874882441
ENSG00000087586	AURKA	1122.108029	8.305191831	5.78E-67
ENSG00000087589	CASS4	9.970235823	-1.65603629	0.061282551
ENSG00000087842	PIR	176.1254331	7.965595427	9.26E-24
ENSG00000087884	AAMDC	23.88719882	0.726511399	0.256434474
ENSG00000087903	RFX2	52.00015536	3.234322982	7.82E-08
ENSG00000087916	SLC6A14	0.048275334	0.720779922	NA
ENSG00000087995	METTL2A	668.891882	2.300290468	3.08E-18
ENSG00000088002	SULT2B1	0.521232056	3.059567167	0.088831572
ENSG00000088035	ALG6	592.3107422	1.2271301	1.24E-05
ENSG00000088038	CNOT3	1375.249275	0.61600732	0.067915348
ENSG00000088053	GP6	5.941717321	-2.446916715	0.018128177
ENSG00000088179	PTPN4	631.2625588	-1.033360792	0.000922021
ENSG00000088205	DDX18	3358.290491	1.935889308	5.88E-17
ENSG00000088247	KHSRP	4653.099308	0.801216737	0.049453302
ENSG00000088256	GNA11	60.81499486	0.390288744	0.562162637
ENSG00000088280	ASAP3	64.66861333	-4.101016675	1.88E-12
ENSG00000088298	EDEM2	3167.465303	0.544255116	0.026064192
ENSG00000088305	DNMT3B	97.83509875	4.752389824	9.66E-15
ENSG00000088320	REM1	0.084044043	-1.256874438	NA
ENSG00000088325	TPX2	2251.080073	6.987401599	1.62E-60
ENSG00000088340	FER1L4	456.6899408	-2.283439073	0.001962956
ENSG00000088356	PDRG1	500.8007369	-0.127867319	0.720480984
ENSG00000088367	EPB41L1	31.57327036	-0.851847215	0.367126047
ENSG00000088387	DOCK9	377.1192412	-0.489904704	0.271266892
ENSG00000088448	ANKRD10	3110.50808	-1.862826581	8.81E-07
ENSG00000088451	TGDS	664.6306206	2.555280661	6.36E-11
ENSG00000088538	DOCK3	17.40290908	2.660855228	0.000314333
ENSG00000088543	C3orf18	97.0322436	1.502696313	1.62E-06
ENSG00000088682	COQ9	479.1791683	3.089786865	4.48E-27
ENSG00000088726	TMEM40	3.032347082	-5.905066707	NA
ENSG00000088727	KIF9	38.53207216	0.116599002	0.868594829
ENSG00000088756	ARHGAP28	0.139133037	1.376789443	NA
ENSG00000088766	CRLS1	844.2891315	2.256022708	8.02E-19
ENSG00000088808	PPP1R13B	395.6401283	-1.123661794	2.74E-07
ENSG00000088812	ATRN	1083.55334	0.843103376	0.080234422
ENSG00000088826	SMOX	276.2769959	0.785956485	0.292849713
ENSG00000088827	SIGLEC1	1.880150503	-5.191740168	0.000952589
ENSG00000088832	FKBP1A	3571.4292	2.719028187	1.56E-19
ENSG00000088833	NSFL1C	1301.214444	0.276764808	0.388344938
ENSG00000088836	SLC4A11	18.14934562	0.637314168	0.427281567
ENSG00000088854	C20orf194	126.8313856	-1.496200993	0.003102977
ENSG00000088876	ZNF343	224.083239	-0.066345426	0.858933141
ENSG00000088881	EBF4	4.304593332	-4.228559439	0.002080662
ENSG00000088882	CPXM1	27.09842538	2.827298112	9.28E-06
ENSG00000088888	MAVS	1025.998152	2.048780796	2.35E-10
ENSG00000088899		279.8478822	-6.115147777	5.03E-54
ENSG00000088926	F11	0.845241791	-2.906704368	0.097555929
ENSG00000088930	XRN2	3529.559208	0.349749666	0.277693419
ENSG00000088970	PLK1S1	559.6992308	-1.080619059	0.000267533
ENSG00000088986	DYNLL1	5429.710903	5.007093862	6.19E-22
ENSG00000088992	TESC	571.5141766	-0.059479797	0.932110344
ENSG00000089006	SNX5	4338.027849	1.246600505	5.90E-08
ENSG00000089009	RPL6	40577.69504	-1.445925758	1.07E-06
ENSG00000089012	SIRPG	0.592494099	-3.091752509	0.085522231
ENSG00000089022	MAPKAPK5	942.7425182	-1.387621587	4.48E-11
ENSG00000089041	P2RX7	211.8212416	0.289392484	0.705413549
ENSG00000089048	ESF1	471.5968841	1.157404945	0.001758438
ENSG00000089050	RBBP9	299.1669918	1.175959038	0.028194545
ENSG00000089053	ANAPC5	5111.289751	1.258908556	3.14E-06
ENSG00000089057	SLC23A2	2191.211412	-1.367356519	9.69E-06
ENSG00000089060	SLC8B1	232.6176003	-0.549981162	0.085000914
ENSG00000089063	TMEM230	2390.755262	2.64093066	8.29E-18
ENSG00000089091	DZANK1	96.0374871	-1.125439794	0.006037844
ENSG00000089094	KDM2B	2317.591172	-2.425503305	2.83E-15
ENSG00000089101	C20orf26	0.538595025	-0.385951669	0.857149294
ENSG00000089123	TASP1	167.1452171	-0.237343141	0.456235429
ENSG00000089127	OAS1	3574.084099	3.635682788	3.76E-22
ENSG00000089154	GCN1L1	6176.075961	0.129638404	0.750459651
ENSG00000089157	RPLP0	87116.52727	-0.172365032	0.717000671
ENSG00000089159	PXN	530.3445858	3.023679243	2.24E-07
ENSG00000089163	SIRT4	28.80311957	5.17780706	3.35E-06
ENSG00000089169	RPH3A	0.329867867	-0.307337051	NA
ENSG00000089177	KIF16B	239.008008	-0.765677305	0.109179311
ENSG00000089195	TRMT6	583.160164	0.36150844	0.325684839
ENSG00000089199	CHGB	0.443491136	0.396646414	0.855156261
ENSG00000089220	PEBP1	4837.889736	0.427623273	0.21604977
ENSG00000089234	BRAP	1090.903884	-1.196781152	0.000231872
ENSG00000089248	ERP29	6062.759926	0.303417162	0.551079139
ENSG00000089250	NOS1	0.049753933	0.732611329	NA
ENSG00000089280	FUS	7522.701672	-0.654030339	0.005274595
ENSG00000089289	IGBP1	1554.892053	-0.356665559	0.245584575
ENSG00000089327	FXYD5	3044.2575	-0.601219652	0.216440445
ENSG00000089335	ZNF302	492.2562047	0.276837165	0.626445395
ENSG00000089351	GRAMD1A	1032.276431	-0.451305432	0.214169108
ENSG00000089356	FXYD3	0.156436025	0	NA
ENSG00000089472	HEPH	2.459545571	4.34749808	0.004380071
ENSG00000089486	CDIP1	829.2929887	1.086625549	0.036500174
ENSG00000089505	CMTM1	14.34030051	2.798404166	0.001287085
ENSG00000089558	KCNH4	27.18030236	-2.872063053	0.037154998
ENSG00000089597	GANAB	12757.9643	1.952119651	3.63E-05
ENSG00000089639	GMIP	1317.671108	-1.455400967	4.36E-05
ENSG00000089682	RBM41	413.1622466	0.480148673	0.112334344
ENSG00000089685	BIRC5	544.8031353	7.373650715	1.09E-59
ENSG00000089692	LAG3	66.20390987	-1.077136803	0.244312924
ENSG00000089693	MLF2	2299.311156	-0.239519474	0.604489851
ENSG00000089723	OTUB2	22.4399656	-2.786534808	7.58E-09
ENSG00000089737	DDX24	8386.991066	-1.914042385	2.26E-09
ENSG00000089775	ZBTB25	752.5261387	-0.16216394	0.731025585
ENSG00000089818	NECAP1	1999.79856	-2.272007091	1.53E-17
ENSG00000089820	ARHGAP4	2530.838445	-1.971978836	4.74E-08
ENSG00000089847	ANKRD24	28.04911759	1.511663817	0.053770868
ENSG00000089876	DHX32	418.3852799	1.224723433	0.000117694
ENSG00000089902	RCOR1	1654.523974	-1.41215211	0.000385684
ENSG00000089916	GPATCH2L	1956.002173	-1.894781569	1.30E-15
ENSG00000090006	LTBP4	538.389614	-1.573233549	1.01E-05
